network,s_init,s_temporal,policy,PR,observedPct,expectedPct,deficitPP,K95,C,R2,shuffleR2,matchedR2,peakSpeedMps,endpointRmsM,targetSeparationScatter,nearZero,missingWindow,boundaryPeak,multipleLargePeak,undefinedC,prepPC75,movePC75,predictionEvaluable
8,0.10000000000000001,0.10000000000000001,3,5.5931783809626072,16.969841761020795,45.039421375902712,28.069579614881917,7,-1.8674403952873013,0.96946266995184238,-0.010729655781281822,NaN,0.2705156504105829,0.026257331298160096,2.991839029079518,0,0,1,29,0,7,7,1
8,0.10000000000000001,0.10000000000000001,4,6.5427265402639385,27.509320431314944,45.039421375902712,17.530100944587769,7,-2.2759031704453121,0.89997823901566643,-0.010549302438517816,0.91296333558191389,0.27771062872133895,0.059102798018374619,1.7875075786025774,0,0,27,62,0,11,10,1
8,0.20000000000000001,0.10000000000000001,1,3.5800947828914875,100.00000000000009,44.548929486718798,-55.451070513281287,7,-0.67040651052710787,0.91795583828803839,-0.011074332365454187,0.90046274626091305,0.41996294329187089,0.025865035883312047,5.5804344321409252,0,0,0,0,0,18,10,1
8,0.20000000000000001,0.10000000000000001,4,6.5138818778570524,28.152517382335439,44.548929486718798,16.396412104383359,7,-0.90224655182217228,0.86507028709746714,-0.010552034454240244,0.89046139779293376,0.28879608251320038,0.065575184076072879,1.601314896997212,0,0,31,62,0,14,12,1
8,0.10000000000000001,0.050000000000000003,1,3.5293129654705657,99.999999999999829,45.829718910135917,-54.170281089863913,7,-0.81727905299298864,0.99360491532834838,-0.011392655710020572,0.99360491532834838,0.41862752901327643,0.013028066345275931,11.001831044649887,0,0,0,0,0,5,2,1
8,0.10000000000000001,0.050000000000000003,4,6.5329441549331619,27.042059948900558,45.829718910135917,18.787658961235358,7,-1.1224055261676191,0.96243903998469371,-0.010889977169958653,0.97714905658110518,0.24683675892109419,0.033848723992477729,3.259455108478936,0,0,20,63,0,6,5,1
8,0.10000000000000001,0.20000000000000001,1,3.7431466686273032,100.00000000000007,42.746786770317399,-57.253213229682672,7,-3.9737508108831445,0.7358156133873055,-0.01062285573641808,0.71931443887147639,0.42684105252730059,0.050848837894689587,2.9088885073891571,0,0,0,4,0,29,20,1
8,0.10000000000000001,0.20000000000000001,4,6.5875255206211438,29.303639745744782,42.746786770317399,13.443147024572617,7,-4.4760314649841462,0.66071535684292093,-0.010701631715944404,0.6739297691776629,0.3729692361928848,0.10711947786840068,0.9750499320028656,0,0,50,67,0,26,22,1
9,0.050000000000000003,0.10000000000000001,1,3.1312689169051255,100.00000000000007,48.813605170680148,-51.186394829319923,7,-4.279497328626042,0.95275964815607228,-0.012548966496075065,0.93780097035986065,0.42433517987685199,0.02539832955541195,5.9509964876512571,0,0,0,0,0,15,7,1
9,0.050000000000000003,0.10000000000000001,4,6.655163308130434,26.697393858850759,48.813605170680148,22.116211311829389,7,-5.075441728832466,0.85279986704113464,-0.010592333467432935,0.9271124687347676,0.28697359137314615,0.060668365981205147,1.9378223664477114,0,0,17,101,0,10,11,1
9,0.10000000000000001,0.10000000000000001,1,3.1452967009699413,99.999999999999872,48.762374631171404,-51.237625368828468,7,-1.7384954780351238,0.94177995924677771,-0.012513856272765689,0.92660446863351809,0.42434678864138869,0.025425261514051594,5.9587228372639194,0,0,0,0,0,15,8,1
9,0.10000000000000001,0.10000000000000001,2,3.1232265893663409,79.575379872796347,48.762374631171404,-30.813005241624943,7,-2.2496618714432945,0.93548571695431249,-0.011956833626224017,NaN,0.43443434341870912,0.065628896196523664,2.4419420122655366,0,0,4,30,0,13,8,1
9,0.10000000000000001,0.10000000000000001,3,5.2538583641480603,15.267541654585315,48.762374631171404,33.494832976586089,7,-1.7728177857093554,0.97338032326385815,-0.01129454623371029,NaN,0.31322013924915654,0.02574153460108515,3.6067651211577507,0,0,0,25,0,7,6,1
9,0.10000000000000001,0.10000000000000001,4,6.6582738759411839,26.41651012522015,48.762374631171404,22.345864505951255,7,-2.1560847970887127,0.84960853451823393,-0.010534332255075829,0.89865497526118321,0.28973241928742582,0.062534733710654822,1.8388570542359837,0,0,20,98,0,11,11,1
9,0.20000000000000001,0.10000000000000001,1,3.1879262466255045,99.999999999999929,48.512611642731663,-51.487388357268266,7,-0.59001935962895979,0.92889747999731653,-0.011833656201711396,0.91776238202632843,0.42442289891648288,0.025600457586352269,5.9275902678938266,0,0,0,0,0,18,9,1
9,0.20000000000000001,0.10000000000000001,4,6.6696527768670846,25.738110802993152,48.512611642731663,22.774500839738511,7,-0.81400357727964157,0.81882080665852652,-0.010563540631362889,0.86940757233527821,0.30044326546396954,0.069322245850679837,1.5688542432997228,0,0,22,94,0,15,13,1
9,0.10000000000000001,0.050000000000000003,1,3.0986215732758171,100.00000000000009,49.460353471674026,-50.53964652832606,7,-0.72551376300814907,0.99241724556050981,-0.013221033087111866,0.99241724556050981,0.42114430701025074,0.012738235593430566,11.570075126728112,0,0,0,0,0,5,2,1
9,0.10000000000000001,0.050000000000000003,4,6.6531970633937716,26.254289600687812,49.460353471674026,23.206063870986213,7,-0.99653826597959538,0.87708545658156234,-0.010671028620578782,0.91730617347544052,0.25357315444729456,0.03483577783133858,3.3992413046282923,0,0,10,123,0,6,6,1
9,0.10000000000000001,0.20000000000000001,1,3.3384384945831509,100.00000000000003,46.514948719444888,-53.48505128055514,7,-3.8252263131295829,0.76036356499826985,-0.011091489713067393,0.7523503175310704,0.43179053722184785,0.051583298037206335,3.080719134493517,0,0,0,10,0,29,20,1
9,0.10000000000000001,0.20000000000000001,4,6.701712193226216,27.08291593754662,46.514948719444888,19.432032781898268,7,-4.4118011807607918,0.64712779541259713,-0.010591410499926956,0.67425098389518889,0.39429939879716103,0.11880219482832141,0.93471012082379268,0,0,44,65,0,27,23,1
10,0.050000000000000003,0.10000000000000001,1,3.4509807214756623,100.00000000000003,47.48035047723684,-52.519649522763189,6,-4.4914925036009095,0.91708379916808425,-0.011045979531566386,0.895709025936823,0.41748353960435514,0.02925212495737476,4.8233068914956183,0,0,0,1,0,15,9,1
10,0.050000000000000003,0.10000000000000001,4,6.8858513244271808,28.363491570338763,47.48035047723684,19.116858906898077,6,-5.1697029489937547,0.78203535748299091,-0.010224917573369852,0.84825165072315989,0.2943259663302279,0.068422889438074841,1.6002387695528384,0,0,40,63,0,10,13,1
10,0.10000000000000001,0.10000000000000001,1,3.4760687360246032,99.999999999999872,47.354729679026029,-52.645270320973843,6,-1.8428495458536256,0.90549018733104025,-0.011161564436805382,0.8926049966661298,0.41737979473131043,0.029267636341301789,4.8233233282767554,0,0,0,1,0,15,10,1
10,0.10000000000000001,0.10000000000000001,2,3.352877899560895,82.905340842161564,47.354729679026029,-35.550611163135535,6,-2.3124359979715949,0.88775508749058574,-0.01091773278593744,NaN,0.44413513911238134,0.071335884489412568,2.2497141490056021,0,0,2,25,0,13,10,1
10,0.10000000000000001,0.10000000000000001,3,5.7797695607145343,15.779783924845169,47.354729679026029,31.57494575418086,6,-1.8477803467121026,0.93653405933008016,-0.0105385948729948,NaN,0.27146013020345211,0.028733382842945333,2.6642318208653011,0,0,1,49,0,7,8,1
10,0.10000000000000001,0.10000000000000001,4,6.888434704960491,28.13378191704836,47.354729679026029,19.220947761977669,6,-2.2065773489774814,0.77317701731002886,-0.01014564047384503,0.83700475971650956,0.29696032204081702,0.070284838305360586,1.5830660594172845,0,0,36,66,0,11,14,1
10,0.20000000000000001,0.10000000000000001,1,3.541516571468331,100.00000000000023,46.913569367313457,-53.086430632686771,6,-0.643998187785911,0.88740163105651371,-0.010874504722836131,0.87536644704766264,0.41689190914565599,0.029484153389461195,4.7959597308314734,0,0,0,2,0,17,11,1
10,0.20000000000000001,0.10000000000000001,4,6.8934365895182133,27.711063028819755,46.913569367313457,19.202506338493702,6,-0.85285739404585859,0.76960804374924574,-0.010066911701910985,0.82188024511272673,0.30603102146461209,0.076388487768852278,1.4781689317067022,0,0,38,66,0,14,15,1
10,0.10000000000000001,0.050000000000000003,1,3.3935852523278314,100.0000000000002,48.046702981001204,-51.953297018998995,6,-0.79012277067366865,0.9869954436664915,-0.011699212805309389,0.9869954436664915,0.41639336963210394,0.014802903707986622,9.5940906203182976,0,0,0,0,0,5,3,1
10,0.10000000000000001,0.050000000000000003,4,6.8863660683056862,27.778170871478647,48.046702981001204,20.268532109522557,6,-1.0344953478134908,0.96339742055595112,-0.01028391971766407,0.94876567234518949,0.25806257929844861,0.038376693121622459,2.829584719773873,0,0,29,81,0,6,6,1
10,0.10000000000000001,0.20000000000000001,1,3.7267650330307749,100.00000000000011,48.868607259471091,-51.131392740529023,7,-3.9913827314652535,0.70083624973689296,-0.010750481404814161,0.69029151321914539,0.41959168331930113,0.057117694545315671,2.4327022411209276,0,0,2,15,0,28,22,1
10,0.10000000000000001,0.20000000000000001,4,6.9030693914932515,28.906861417450841,48.868607259471091,19.96174584202025,7,-4.4747644380099167,0.58493900992478198,-0.010529013330896064,0.60141348485262858,0.41180256541791849,0.13213440083970349,0.855392283060186,0,0,49,52,0,26,24,1
