network,policy,target,goDistanceStar,goDistanceBlock,goRelativeBlock,goNormalizedEQ,eq50ms,eq90ms,state50ms,state90ms,eqAt50,eqAt100,eqAt200,stateAt50,stateAt100,stateAt200,source
1,4,6,3.55820851381523,0.103895914952972,0.0422905853482545,0.719925226642941,NaN,NaN,NaN,NaN,0.925835724189777,0.819977080652308,0.680386913892871,1.06671841062952,1.13675047575751,1.18309880964174,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\primary_01.mat
1,4,7,3.73217952580544,0.0903499756989921,0.0360108242792124,0.728215125678298,NaN,NaN,NaN,NaN,0.847459916264483,0.739489256837941,0.700955839171326,1.06189264797632,1.1477572862278,1.22219109369208,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\primary_01.mat
1,4,8,3.45449897581597,0.114334509114395,0.04485630896391,0.973167089857099,NaN,NaN,NaN,NaN,1.16397401533126,1.18538250311339,1.05058020578264,1.20185045737665,1.34278491796026,1.35562233476975,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\primary_01.mat
2,1,1,0.126696227160219,3.43414957867686,1.33332270365133,3.6104555716294e-08,3,10,68,403,0.000771092185123217,6.7312993158486e-05,4.49185930097719e-06,0.525348785389147,0.458913164316146,0.30707315716945,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n02_p1.mat
2,1,2,0.0945571644074547,3.75189504300685,1.49652382469766,1.08498872213036e-08,3,8,44,339,0.000247987077676766,2.03282415674777e-05,1.38523991028869e-06,0.47991476305719,0.376903214430701,0.242911215264839,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n02_p1.mat
2,1,3,0.0756259481046483,3.81967302340344,1.46128164325414,8.72884606988217e-09,3,9,37,290,0.000567186051712058,5.45892863421398e-05,3.38165995254517e-06,0.442019985718694,0.310742984904355,0.175805208862982,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n02_p1.mat
2,1,4,0.0995321215931512,3.05262027988041,1.22477834709945,5.83500203708721e-08,4,13,103,389,0.00173242796469462,0.000130317350429451,7.83393055188185e-06,0.610420768563754,0.50640891502579,0.296672361043875,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n02_p1.mat
2,1,5,0.0968488599894032,3.15776005208054,1.27032401232604,4.00755328851453e-08,3,11,110,372,0.00109856658142707,7.43714931544388e-05,4.30297370669781e-06,0.627011611737784,0.521138157045647,0.301396907603816,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n02_p1.mat
2,1,6,0.0820126475290022,3.38616802853354,1.3467442614716,1.32446194232976e-08,3,9,48,339,0.000441040106672443,3.65961930067315e-05,2.54910614263814e-06,0.495586536638056,0.406395349829732,0.23702866409861,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n02_p1.mat
2,1,7,0.0920797714772419,3.90068107384306,1.48893223055268,3.20011432482415e-08,3,8,61,311,0.000328628671715983,5.92057370229755e-05,2.34027750259707e-05,0.530372516861633,0.41207200001179,0.233110039786255,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n02_p1.mat
2,1,8,0.0741532779533915,3.54713309796604,1.44366629574255,1.37059385819129e-08,3,9,53,301,0.000619890665088836,5.57775219020646e-05,2.89503708173354e-06,0.508335828402558,0.365934830143032,0.195485540817674,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n02_p1.mat
2,2,1,0.199359580992038,3.4241769438984,1.32945078716642,0.000209539823162735,57,147,203,465,0.546118716766893,0.240302946861946,0.0454285067661484,0.826547918909709,0.790273780935973,0.50679339150706,E:\PROJECTS\Nirvik_Sinha_Data\cerebellar-preparatory-dynamics-model\results\stage_3\current\cache\biological_revision\resume_02\n02_p2.mat
