network,source,amplitude,PR,observed,expected,deficit,normalizedResidualVariance,rawResidualVariance,rateMax,stateMax,inputMax,boundsPass,numericalRank
8,2,0.05,3.535707114061,0.998304190354444,0.863269898823161,-0.135034291531282,0.0315792480851162,0.00240704462209729,2.33358452673062,15.5557006499794,15.9914627123852,1,77
8,2,0.1,3.56485670850732,0.999999999999999,0.863269898823161,-0.136730101176838,0.12472447970025,0.00950625872275606,2.46795645937266,15.8897961933985,15.9914627123852,1,77
8,2,0.2,3.68382178896326,0.993843325780067,0.863269898823161,-0.130573426956906,0.496408622924463,0.0378209068599473,2.79611290417393,16.83481071568,15.991497291772,1,77
8,2,0.4,4.12345010179262,0.950422384802477,0.863269898823161,-0.0871524859793157,1.91232704441056,0.145460530614183,3.51073654457299,19.4095329666369,16.8579418157049,1,77
9,1,0,3.26263454945691,0.999967547811279,0.867921993410489,-0.13204555440079,0.126615731811508,0.00937454533682327,2.51466911293593,16.3084244455082,13.8637452890032,1,77
9,1,0.05,3.26302641579168,0.999991826788447,0.867921993410489,-0.132069833377958,0.126757312303533,0.00938597346208441,2.46315413406849,16.3656515703893,14.036993456712,1,77
9,1,0.1,3.26348969540811,1,0.867921993410489,-0.132078006589511,0.127135418423788,0.00941485945907065,2.46383002319683,16.4814522839357,14.2620919894901,1,77
9,1,0.2,3.26464830432842,0.999966892989159,0.867921993410489,-0.13204489957867,0.128603810526709,0.00952519216555738,2.57280067024031,16.8452743724594,14.8450757803644,1,77
9,1,0.4,3.26772910219249,0.999703612451661,0.867921993410489,-0.131781619041172,0.134376686197535,0.00995501248665782,2.81479008875252,18.0844358424926,16.3509672457521,1,77
9,2,0,3.23556399982349,0.992796849281795,0.867921993410489,-0.124874855871306,0.000476319492762618,3.51498842900944e-05,2.36864676286575,16.0924393554186,14.2620919894901,1,59
9,2,0.05,3.23939767453067,0.99840762580987,0.867921993410489,-0.130485632399381,0.032159508926853,0.00238209735834935,2.41123566851764,16.2583055313898,14.2620919894901,1,77
9,2,0.1,3.26348969540811,1,0.867921993410489,-0.132078006589511,0.127135418423788,0.00941485945907065,2.46383002319683,16.4814522839357,14.2620919894901,1,77
9,2,0.2,3.37284935249305,0.99432724941013,0.867921993410489,-0.126405255999641,0.506490232854148,0.0374886500379957,2.76852724035759,17.0947551294782,14.2620919894901,1,77
9,2,0.4,3.81046950333881,0.955615360478522,0.867921993410489,-0.0876933670680331,1.96138775868362,0.144787169446578,3.48757574995035,19.4982840317003,15.6780347308611,1,77
10,1,0,3.38277250124676,0.99996939338229,0.887533928699126,-0.112435464683163,0.134738197843171,0.00954130527519075,2.18108696871013,15.8149223391931,16.6604399381215,1,77
10,1,0.05,3.38332806346806,0.999992304339052,0.887533928699126,-0.112458375639926,0.134841601853203,0.00954835621405995,2.1893155385048,15.884909180722,16.7094155070833,1,77
10,1,0.1,3.38395520287261,1,0.887533928699126,-0.112466071300874,0.135193514591588,0.00957302957005697,2.19754410829947,16.1316242146853,16.7649970120175,1,77
10,1,0.2,3.38546138848214,0.999968652034124,0.887533928699126,-0.112434723334998,0.136640885645648,0.00967514782603998,2.23916902379508,16.6628146893234,16.8935415656201,1,77
10,1,0.4,3.38968383372697,0.999712796784199,0.887533928699126,-0.112178868085073,0.142468163924594,0.0100877617152806,2.74088446703475,18.0633779995526,17.7808765360106,1,77
10,2,0,3.34326412087417,0.992837147866313,0.887533928699126,-0.105303219167187,0.000498031504060847,3.53406934198543e-05,2.02177420836888,15.9597028585266,16.7649970120175,1,62
10,2,0.05,3.35388091402279,0.998357275631669,0.887533928699126,-0.110823346932543,0.0341737087620486,0.00242022741329619,2.09071619816131,15.9739922149665,16.7649970120175,1,77
10,2,0.1,3.38395520287261,1,0.887533928699126,-0.112466071300874,0.135193514591588,0.00957302957005697,2.19754410829947,16.1316242146853,16.7649970120175,1,77
10,2,0.2,3.49617475821555,0.994247461991222,0.887533928699126,-0.106713533292096,0.538390098787089,0.0380946660174687,2.46513098341667,17.0297808016731,16.7649970120175,1,77
10,2,0.4,3.91285439368431,0.954745957041066,0.887533928699126,-0.06721202834194,2.08145645727981,0.146842554523784,3.20826125141137,19.5729872554306,17.3258091232651,1,77
