network,policy,target,endpointRmsMM,medianMOms,medianPeakMs,medianPeakSpeedMps,nearZero,boundaryPeak,missingWindow
10,3,3,22.2208765174698,41,178,0.246282343750709,0,0,0
10,3,4,17.9169109472124,51,197.5,0.238164720529708,0,0,0
10,3,5,24.5857091546455,52.5,200,0.263072011168267,0,0,0
10,3,6,20.0844563046617,40.5,184,0.29549907253136,0,0,0
10,3,7,23.5376139657887,44.5,195,0.317447703418114,0,0,0
10,3,8,21.7784445265884,49,203,0.269494860154802,0,0,0
10,4,1,33.4118799095313,57,197,0.169485785063212,0,0,0
10,4,2,38.9958116128063,60,215.5,0.266850859904125,0,1,0
10,4,3,37.4324260467427,56.5,197.5,0.186126745602044,0,1,0
10,4,4,29.9166233188404,64.5,216,0.231502674932637,0,0,0
10,4,5,36.7484088281374,70.5,223,0.215279577212342,0,0,0
10,4,6,31.4011881484111,49.5,193,0.179092385609847,0,0,0
10,4,7,37.2270073609257,56,211,0.233298932817286,0,0,0
10,4,8,33.8080725174884,64.5,228,0.230245091729177,0,1,0
