network,gridIndex,alpha,betaNormalized,rateRealizable,modulationOK,inputLimit,endpointInputMax,rateMax,stateMax,componentMax,prIntact,prBlock,rankIntact,rankBlock,captureIntact15,captureBlock15,observed,expected,deltaPR,deficit,commonK,observedAdaptive,expectedAdaptive,inputAuditError,localPole,eulerRadius,tested,feasible,reason
1,11,0.2,1,1,1,67.0551651632818,19.8038143738862,2.27058861322722,16.0955475814985,19.8869890954689,3.43857966718901,7.02680467292303,77,77,0.999157249697135,0.999197465161012,0.132886823778644,0.84824643432485,3.58822500573402,0.715359610546206,7,0.0774830122738043,0.557739187477247,2.22044604925031e-16,-7.06973326665221,0.998586722471408,1,1,feasible
1,12,0.2,1.25,1,1,67.0551651632818,23.0241978084193,2.39712125949048,16.3601942946866,23.0955994245242,3.43857966718901,7.02024566636742,77,77,0.999157249697135,0.999473762983381,0.111222605900026,0.84824643432485,3.58166599917841,0.737023828424824,7,0.0521156428728797,0.557739187477247,2.22044604925031e-16,-7.06973326665221,0.998586722471408,1,1,feasible
1,13,0.35,0.1,1,0,67.0551651632818,13.0385700038805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.06973326665221,0.998586722471408,0,0,physical endpoint screen
1,14,0.35,0.25,1,0,67.0551651632818,13.0385700038805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.06973326665221,0.998586722471408,0,0,physical endpoint screen
1,15,0.35,0.5,1,1,67.0551651632818,13.0385700038805,2.08016800427503,15.7375484019774,13.4256571657839,3.43857966718901,6.42487897138659,77,77,0.999157249697135,0.99780402638658,0.480355516731063,0.84824643432485,2.98629930419758,0.367890917593787,7,0.449589713092607,0.557739187477247,2.22044604925031e-16,-7.06973326665221,0.998586722471408,1,1,feasible
1,16,0.35,0.75,1,1,67.0551651632818,15.5008700478437,2.20670065053828,15.9064060365354,15.5989944302953,3.43857966718901,6.84092700118275,77,77,0.999157249697135,0.998786798981836,0.327451739531261,0.84824643432485,3.40234733399374,0.520794694793589,7,0.28656361680192,0.557739187477247,2.22044604925031e-16,-7.06973326665221,0.998586722471408,1,1,feasible
1,17,0.35,1,1,1,67.0551651632818,18.6564363181151,2.33323329680153,16.1377059204134,18.7378251235833,3.43857966718901,6.95329276402708,77,77,0.999157249697135,0.999251484650697,0.240197730675059,0.84824643432485,3.51471309683806,0.60804870364979,7,0.192244273977408,0.557739187477247,2.22044604925031e-16,-7.06973326665221,0.998586722471408,1,1,feasible
1,18,0.35,1.25,1,1,67.0551651632818,22.602174850731,2.45976594306478,16.4017469909059,22.8355844127122,3.43857966718901,6.98749125961471,77,77,0.999157249697135,0.999496539977781,0.189069027050525,0.84824643432485,3.5489115924257,0.659177407274325,7,0.135791385392532,0.557739187477247,2.22044604925031e-16,-7.06973326665221,0.998586722471408,1,1,feasible
1,19,0.5,0.1,1,1,67.0551651632818,13.0385700038805,2.0335009814496,15.5742081793601,13.4121478664281,3.43857966718901,3.73793200083062,77,77,0.999157249697135,0.996873550410052,0.958811590517047,0.84824643432485,0.299352333641611,-0.110565156192197,6,0.959484246097478,0.51204268743308,2.22044604925031e-16,-7.06973326665221,0.998586722471408,1,1,feasible
1,20,0.5,0.25,1,1,67.0551651632818,13.0385700038805,2.03608509360705,15.6501022493,13.4127701372776,3.43857966718901,4.35812262952185,77,77,0.999157249697135,0.997384549172608,0.83742311099979,0.84824643432485,0.919542962332838,0.0108233233250598,7,0.826942791360741,0.557739187477247,2.22044604925031e-16,-7.06973326665221,0.998586722471408,1,1,feasible
1,21,0.5,0.5,1,1,67.0551651632818,13.0385700038805,2.14281268784934,15.7952496813272,13.4138080638635,3.43857966718901,5.65925179313986,77,77,0.999157249697135,0.998342694458946,0.622808573630838,0.84824643432485,2.22067212595085,0.225437860694012,7,0.598827563639475,0.557739187477247,2.22044604925031e-16,-7.06973326665221,0.998586722471408,1,1,feasible
1,22,0.5,0.75,1,1,67.0551651632818,14.3313512534874,2.26934533411259,15.9631585642538,14.6356666099262,3.43857966718901,6.43312065522708,77,77,0.999157249697135,0.99896827518861,0.46258240198736,0.84824643432485,2.99454098803807,0.38566403233749,7,0.428243178988568,0.557739187477247,4.44089209850063e-16,-7.06973326665221,0.998586722471408,1,1,feasible
1,23,0.5,1,1,1,67.0551651632818,18.4778463487429,2.39587798037584,16.1879751296385,18.8087171283614,3.43857966718901,6.75789524213918,77,77,0.999157249697135,0.999322904408415,0.353526252542608,0.84824643432485,3.31931557495017,0.494720181782242,7,0.311436311393094,0.557739187477247,2.22044604925031e-16,-7.06973326665221,0.998586722471408,1,1,feasible
