network,lambda,careResidual,rateMax,rateLimit,stateMax,stateLimit,worstPole,eulerRadius
9,2,1.11761376747154e-14,2.18137752852057,8.85221853774903,15.5729026976175,44.8209971731887,-6.72251198262879,0.998655497603474
9,5,1.49161820475546e-14,2.23235494814483,8.85221853774903,15.6802908699785,44.8209971731887,-6.69953433996368,0.99866024746007
9,10,1.51886630914968e-14,2.2655915827496,8.85221853774903,15.7534129387448,44.8209971731887,-6.66708761923484,0.998666734282622
9,100,3.19250235845718e-14,2.33426753037631,8.85221853774903,15.9020629531884,44.8209971731887,-6.63605755326759,0.998672936029628
10,0.1,1.10482020230629e-14,1.87248434971053,7.29418466954419,15.0343296195534,44.7005420304376,-6.93705283880657,0.998612709836862
10,0.2,1.14071909897949e-14,1.87392533780917,7.29418466954419,15.0805501105478,44.7005420304376,-6.90854135897815,0.998618412680489
10,0.5,1.08011724101372e-14,1.87485794492576,7.29418466954419,15.1491618155608,44.7005420304376,-6.89754238357274,0.998620612915642
10,1,1.0021250354416e-14,1.87491056907276,7.29418466954419,15.2052943731037,44.7005420304376,-6.90733399348246,0.998618655537877
10,2,1.14178961576654e-14,1.89072919586573,7.29418466954419,15.2631269172131,44.7005420304376,-6.92165927264627,0.998615792290055
10,5,1.49743936648638e-14,1.921342720821,7.29418466954419,15.3356879249247,44.7005420304376,-6.92600802242332,0.998614925179185
10,10,1.60674600903212e-14,1.94413363969699,7.29418466954419,15.380531920187,44.7005420304376,-6.91766606768837,0.998616594709296
10,100,2.69598919091149e-14,1.99961015628879,7.29418466954419,15.4469800081321,44.7005420304376,-6.80448185787944,0.998639147451568
