network,eta,s_init,s_temporal,condition,target,goBias,cueEqDistance,relativeBias,dispersion,C,endpointRmsM
1,1,0.10000000000000001,0.10000000000000001,2,5,0.34174637484986342,2.9106982773160057,0.11741044323047883,1.3857824661791196,-0.15381572571419086,0.036482230346363824
1,1,0.10000000000000001,0.10000000000000001,2,6,0.2815358209947581,2.8830662505849967,0.097651526716610232,1.3482044280455623,-0.068494295040157679,0.027792061412085053
1,1,0.10000000000000001,0.10000000000000001,2,7,0.27244212937718731,2.8927333412860747,0.094181556761143703,1.4417102101092094,-0.18589679472965948,0.029102438865324445
1,1,0.10000000000000001,0.10000000000000001,2,8,0.27272739673323815,2.8501869805401356,0.095687545622552064,1.3840932692309533,-0.14048836094653583,0.026317488418015327
1,1,0.20000000000000001,0.10000000000000001,1,1,0.26190989535695031,2.1380948314969777,0.12249685631276479,1.2865813606548717,0.37273476695221336,0.019840955103435861
1,1,0.20000000000000001,0.10000000000000001,1,2,0.28642015383675673,3.3087811527586815,0.086563644016756813,1.3235819777664219,0.3379464256371405,0.023642177625394292
1,1,0.20000000000000001,0.10000000000000001,1,3,0.2968894207320148,2.893104498361994,0.10261966717763096,1.3108394930606533,0.39537975060572467,0.021758411113571161
1,1,0.20000000000000001,0.10000000000000001,1,4,0.25344613549697492,2.5800502288694793,0.098233023784203372,1.3094078269471392,0.36745610666639578,0.024804667832182874
1,1,0.20000000000000001,0.10000000000000001,1,5,0.30166954441564858,2.9644941300934193,0.10176088437933327,1.3191386456456877,0.35000256955881892,0.022498864324774118
1,1,0.20000000000000001,0.10000000000000001,1,6,0.2862735136782415,3.0488023291168589,0.093897039812733882,1.2788276336475344,0.39983053583176953,0.018609910422723301
1,1,0.20000000000000001,0.10000000000000001,1,7,0.24859631954038383,3.1180875719380063,0.079727176932966021,1.3706437628326875,0.33303540888113131,0.019936053931216651
1,1,0.20000000000000001,0.10000000000000001,1,8,0.25341050551798094,2.7312766328308218,0.09278097372924636,1.3179715829391947,0.34751555283703928,0.017612265636369261
1,1,0.20000000000000001,0.10000000000000001,2,1,0.29637265170077409,2.7576811301821782,0.10747169005765184,1.3570511240168757,0.34575271219344961,0.026168903448774431
1,1,0.20000000000000001,0.10000000000000001,2,2,0.29103571143655221,2.826553641198267,0.10296486406434262,1.3853876099557727,0.32427060787156575,0.031011373952564779
1,1,0.20000000000000001,0.10000000000000001,2,3,0.28433853322335295,2.7367516342965348,0.10389636007157822,1.3880574881850198,0.3604814322676963,0.032449745545688864
1,1,0.20000000000000001,0.10000000000000001,2,4,0.29549204548477498,2.6967128171185766,0.10957490304826253,1.380664658367827,0.33742763254740021,0.031958063686284816
1,1,0.20000000000000001,0.10000000000000001,2,5,0.3405388261237709,2.9456575795440041,0.11560706461220359,1.3903954655315034,0.32014036783515154,0.036559264824885543
1,1,0.20000000000000001,0.10000000000000001,2,6,0.28142283387082268,2.9329055237825692,0.095953596728159035,1.3507161476034668,0.36830549160567649,0.027911679172647461
1,1,0.20000000000000001,0.10000000000000001,2,7,0.27182162712892766,2.89752598796691,0.093811626973415052,1.4450930850048525,0.29664031992833556,0.028889247098963487
1,1,0.20000000000000001,0.10000000000000001,2,8,0.27332974306253383,2.9022485288606146,0.094178613700543271,1.3867372027314024,0.32216820655903744,0.026431966591199233
1,1,0.10000000000000001,0.050000000000000003,1,1,0.16267590918599381,2.0937255051148562,0.077696865605632409,0.64337833118249066,0.36230369585560673,0.0099369156743357445
1,1,0.10000000000000001,0.050000000000000003,1,2,0.19202772813148664,3.2688063510108782,0.058745519774244831,0.66203109027572371,0.31164310077964741,0.011848756593246097
