network,eta,s_init,s_temporal,condition,target,trial,fold,referenceK95,capture,captureBefore,d_cue,d_prego,distanceRatio,C,undefinedC,moMs,peakMs,peakSpeed,nearZero,missingWindow,boundaryPeak,largePeakCount
1,0,0.050000000000000003,0.10000000000000001,1,1,29,1,55,0.95078095351046177,0.94908043004583098,2.7950458141342667,8.686142781551224,3.107692452705523,-2.107692452705523,0,57,205,0.47719699702033852,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,1,30,3,56,0.95129060833244994,0.94968229027884621,2.5963730768940958,7.2160418506356949,2.7792777220089899,-1.7792777220089899,0,63,209,0.44814882739636946,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,1,2,47,0.95039430523311919,0.94851592958955733,2.2998399676416224,7.6608018445759871,3.3310151803439521,-2.3310151803439521,0,51,194,0.42797721611011563,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,2,3,48,0.95085189440386975,0.94904792957308048,2.8609819837437254,7.0491982243212616,2.4639086384937889,-1.4639086384937889,0,60,206,0.4289014670117583,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,3,3,48,0.95085189440386975,0.94904792957308048,2.2777315867296464,8.06635307066915,3.5413975543320153,-2.5413975543320153,0,61,204,0.42368345050602862,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,4,2,47,0.95039430523311919,0.94851592958955733,1.7345458025589811,9.8656319177830287,5.6877321447656382,-4.6877321447656382,0,57,202,0.41653426533578608,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,5,1,48,0.9515804906857559,0.9498311420147687,1.9684775692317158,6.2445151381554123,3.1722561820161386,-2.1722561820161386,0,58,203,0.40254170899780617,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,6,2,47,0.95039430523311919,0.94851592958955733,2.2053585471050017,5.9851124448573776,2.7138954129314259,-1.7138954129314259,0,58,203,0.42693425143026281,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,7,2,47,0.95039430523311919,0.94851592958955733,2.186050382633038,7.4531481176910193,3.4094127824784652,-2.4094127824784652,0,54,192,0.41197538034829456,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,8,3,48,0.95085189440386975,0.94904792957308048,2.3765464491666086,8.4146713702469604,3.5407140362006224,-2.5407140362006224,0,58,200,0.43652906138040526,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,9,2,47,0.95039430523311919,0.94851592958955733,2.2794180154492469,7.2646437429200095,3.1870607732685801,-2.1870607732685801,0,52,200,0.42085018266124574,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,10,3,48,0.95085189440386975,0.94904792957308048,2.0823054002868222,7.1329716033933659,3.4255165464253476,-2.4255165464253476,0,59,205,0.41283571337305097,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,11,1,48,0.9515804906857559,0.9498311420147687,2.0650925909743676,6.6745894843563383,3.2321018018892231,-2.2321018018892231,0,58,203,0.42346307597065508,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,12,3,48,0.95085189440386975,0.94904792957308048,2.3113998034681904,9.3826289400781402,4.0592843029577876,-3.0592843029577876,0,59,203,0.44031738505228146,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,13,3,48,0.95085189440386975,0.94904792957308048,2.3022736196135201,5.1598297256570103,2.2411887456379684,-1.2411887456379684,0,55,199,0.41557765966866528,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,14,3,48,0.95085189440386975,0.94904792957308048,2.3255467878920744,6.8485258449775976,2.9449099371529948,-1.9449099371529948,0,52,196,0.43328413328600068,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,15,1,48,0.9515804906857559,0.9498311420147687,1.905319465939892,7.6026343860965637,3.9902150384771264,-2.9902150384771264,0,63,208,0.43902279299096331,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,16,1,48,0.9515804906857559,0.9498311420147687,2.7380261361725968,7.3295525638755006,2.6769476255333555,-1.6769476255333555,0,53,196,0.4387470428445876,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,17,2,47,0.95039430523311919,0.94851592958955733,2.306121915851238,8.6812010662622612,3.7644154919094324,-2.7644154919094324,0,54,199,0.42362740124138876,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,18,3,48,0.95085189440386975,0.94904792957308048,1.9755224708496875,7.5040518160971406,3.7985150393503697,-2.7985150393503697,0,60,202,0.42609651159014506,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,19,2,47,0.95039430523311919,0.94851592958955733,2.0644277624107614,7.671917545618653,3.7162441260040384,-2.7162441260040384,0,61,209,0.42985741849848874,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,20,3,48,0.95085189440386975,0.94904792957308048,2.2663473404996965,7.7060001067398769,3.4001849447493853,-2.4001849447493853,0,41,187,0.38876412885302308,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,21,1,48,0.9515804906857559,0.9498311420147687,1.9295942923381211,7.5509984634906377,3.9132570475946884,-2.9132570475946884,0,51,192,0.43261085953033285,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,22,2,47,0.95039430523311919,0.94851592958955733,2.1647701918225186,7.1744026987829628,3.3141636585188001,-2.3141636585188001,0,54,197,0.41252754538318342,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,23,1,48,0.9515804906857559,0.9498311420147687,2.2977973230396982,8.6370654159558811,3.7588456254836804,-2.7588456254836804,0,55,202,0.41497575547335952,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,24,1,48,0.9515804906857559,0.9498311420147687,2.1062540971191859,7.9223432679822325,3.7613426028787131,-2.7613426028787131,0,60,214,0.44692297730991987,0,0,0,1
1,0,0.050000000000000003,0.10000000000000001,1,2,25,2,47,0.95039430523311919,0.94851592958955733,2.2093910512431125,8.7934798796839502,3.9800468435573251,-2.9800468435573251,0,61,206,0.42606603037325846,0,0,0,1
