network,eta,s_init,s_temporal,condition,rep,r2,lambdaIndex1,lambdaIndex2,lambdaIndex3,fullLambdaIndex
4,0,0.10000000000000001,0.050000000000000003,1,64,-0.0034615908115704919,23,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,65,-0.0079727477692190796,21,25,23,22
4,0,0.10000000000000001,0.050000000000000003,1,66,-0.029983364404297275,19,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,67,-0.012798272503142805,18,25,19,18
4,0,0.10000000000000001,0.050000000000000003,1,68,-0.013581310187725348,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,69,-0.010555748466977821,25,21,25,25
4,0,0.10000000000000001,0.050000000000000003,1,70,-0.029436796788346431,25,19,20,22
4,0,0.10000000000000001,0.050000000000000003,1,71,-0.0024676718406642095,23,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,72,-0.038210444157588119,22,25,19,22
4,0,0.10000000000000001,0.050000000000000003,1,73,-0.022100601140233822,21,25,21,25
4,0,0.10000000000000001,0.050000000000000003,1,74,-0.020241414632618415,25,21,21,22
4,0,0.10000000000000001,0.050000000000000003,1,75,-0.0088901440409416832,25,21,25,25
4,0,0.10000000000000001,0.050000000000000003,1,76,-0.009299708770765136,25,24,19,21
4,0,0.10000000000000001,0.050000000000000003,1,77,-0.040830106815042511,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,78,-0.024224302894288785,21,25,19,21
4,0,0.10000000000000001,0.050000000000000003,1,79,-0.0088748726046206095,25,25,21,25
4,0,0.10000000000000001,0.050000000000000003,1,80,-0.012315745555741886,21,22,25,23
4,0,0.10000000000000001,0.050000000000000003,1,81,-0.012316966908231031,21,23,25,25
4,0,0.10000000000000001,0.050000000000000003,1,82,-0.028699838562692204,21,22,25,23
4,0,0.10000000000000001,0.050000000000000003,1,83,-0.013527924279123527,25,20,22,21
4,0,0.10000000000000001,0.050000000000000003,1,84,-0.017361205261523738,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,85,-0.033507074043505725,25,20,21,21
4,0,0.10000000000000001,0.050000000000000003,1,86,-0.013672036085386363,21,21,25,22
4,0,0.10000000000000001,0.050000000000000003,1,87,-0.011470065797083651,25,25,23,25
4,0,0.10000000000000001,0.050000000000000003,1,88,-0.0043557034798311633,25,25,23,25
4,0,0.10000000000000001,0.050000000000000003,1,89,-0.0084692104559589421,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,90,-0.0051848298034733453,20,25,21,21
4,0,0.10000000000000001,0.050000000000000003,1,91,-0.016919951739833961,18,21,25,25
4,0,0.10000000000000001,0.050000000000000003,1,92,-0.0062858306574722356,25,21,25,25
4,0,0.10000000000000001,0.050000000000000003,1,93,-0.034173088833770793,25,21,25,25
4,0,0.10000000000000001,0.050000000000000003,1,94,-0.037213346618481635,25,21,20,21
4,0,0.10000000000000001,0.050000000000000003,1,95,-0.012219860507305169,25,21,21,21
4,0,0.10000000000000001,0.050000000000000003,1,96,-0.026445294469867431,25,21,25,22
4,0,0.10000000000000001,0.050000000000000003,1,97,-0.011803351515108806,24,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,98,-0.018705185881676689,25,22,25,25
4,0,0.10000000000000001,0.050000000000000003,1,99,-0.0044813449856950793,23,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,100,-0.022475170812820355,19,21,25,21
4,0,0.10000000000000001,0.050000000000000003,2,1,-0.014341728107386542,21,25,22,22
4,0,0.10000000000000001,0.050000000000000003,2,2,-0.0090828981485349125,25,25,21,23
4,0,0.10000000000000001,0.050000000000000003,2,3,-0.011096030638239052,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,4,-0.01253847499901628,25,21,25,24
4,0,0.10000000000000001,0.050000000000000003,2,5,-0.01174916529600023,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,6,-0.0064682023751647666,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,7,-0.012830594909694959,21,25,21,21
4,0,0.10000000000000001,0.050000000000000003,2,8,-0.0086390705657906075,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,9,-0.018539907740702688,23,25,21,23
4,0,0.10000000000000001,0.050000000000000003,2,10,-0.0077646201301591056,25,25,23,25
4,0,0.10000000000000001,0.050000000000000003,2,11,-0.01410500122914593,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,12,-0.016791615253516357,21,22,25,23
4,0,0.10000000000000001,0.050000000000000003,2,13,-0.013407049037964747,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,14,-0.011026651764049822,24,21,22,22
4,0,0.10000000000000001,0.050000000000000003,2,15,-0.0081597370963391036,22,22,22,22
4,0,0.10000000000000001,0.050000000000000003,2,16,-0.018577366969458442,25,23,25,25
4,0,0.10000000000000001,0.050000000000000003,2,17,-0.024889375734303165,25,25,22,25
4,0,0.10000000000000001,0.050000000000000003,2,18,-0.013733848979777141,25,23,23,25
4,0,0.10000000000000001,0.050000000000000003,2,19,-0.0092472873809048561,25,24,21,22
4,0,0.10000000000000001,0.050000000000000003,2,20,-0.0055097066679958839,21,25,22,25
4,0,0.10000000000000001,0.050000000000000003,2,21,-0.010885282878098756,25,21,22,23
4,0,0.10000000000000001,0.050000000000000003,2,22,-0.010060824665945267,22,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,23,-0.020371551606367833,25,25,21,25
4,0,0.10000000000000001,0.050000000000000003,2,24,-0.0059841921889880467,21,25,22,22
4,0,0.10000000000000001,0.050000000000000003,2,25,-0.019717760127806683,25,23,25,25
4,0,0.10000000000000001,0.050000000000000003,2,26,-0.0069560272797322131,21,21,22,22
4,0,0.10000000000000001,0.050000000000000003,2,27,-0.0070616153497249368,22,25,21,22
4,0,0.10000000000000001,0.050000000000000003,2,28,-0.017904609642960478,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,29,-0.014310466980124836,25,25,21,25
4,0,0.10000000000000001,0.050000000000000003,2,30,-0.015024764838777349,25,21,25,25
4,0,0.10000000000000001,0.050000000000000003,2,31,-0.016223557091434637,25,25,22,25
4,0,0.10000000000000001,0.050000000000000003,2,32,-0.010109403195041944,21,23,21,21
4,0,0.10000000000000001,0.050000000000000003,2,33,-0.0079157798442857086,23,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,34,-0.013766154528612295,21,25,25,23
4,0,0.10000000000000001,0.050000000000000003,2,35,-0.013379430375891843,21,25,20,22
4,0,0.10000000000000001,0.050000000000000003,2,36,-0.0057852172743158015,22,21,25,22
4,0,0.10000000000000001,0.050000000000000003,2,37,-0.0084900589810164018,21,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,38,-0.0044623438548780925,21,22,25,22
4,0,0.10000000000000001,0.050000000000000003,2,39,-0.006814426843944954,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,40,-0.022017365860141691,25,20,21,21
4,0,0.10000000000000001,0.050000000000000003,2,41,-0.015401101731971956,21,21,25,22
4,0,0.10000000000000001,0.050000000000000003,2,42,-0.013463761727317891,25,20,25,23
4,0,0.10000000000000001,0.050000000000000003,2,43,-0.014950086585497457,25,22,21,22
4,0,0.10000000000000001,0.050000000000000003,2,44,-0.0045220507261793941,25,21,25,24
4,0,0.10000000000000001,0.050000000000000003,2,45,-0.010604655093379822,22,25,22,22
4,0,0.10000000000000001,0.050000000000000003,2,46,-0.0053976503260377839,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,47,-0.011840608244231721,23,23,25,25
4,0,0.10000000000000001,0.050000000000000003,2,48,-0.0087479261793275143,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,49,-0.011942567635463863,25,20,24,22
4,0,0.10000000000000001,0.050000000000000003,2,50,-0.017614986396676358,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,51,-0.013388497998750415,25,21,21,21
4,0,0.10000000000000001,0.050000000000000003,2,52,-0.0080053694383421803,21,20,25,21
4,0,0.10000000000000001,0.050000000000000003,2,53,-0.0091458934016481752,23,21,25,25
4,0,0.10000000000000001,0.050000000000000003,2,54,-0.014896638317740019,25,22,22,23
4,0,0.10000000000000001,0.050000000000000003,2,55,-0.0050637621591358428,21,25,22,22
4,0,0.10000000000000001,0.050000000000000003,2,56,-0.015402555090564318,25,21,22,22
4,0,0.10000000000000001,0.050000000000000003,2,57,-0.013015429293785852,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,58,-0.0099173312250493417,25,23,25,25
4,0,0.10000000000000001,0.050000000000000003,2,59,-0.0056405902301908117,21,21,21,21
4,0,0.10000000000000001,0.050000000000000003,2,60,-0.021467657161997833,20,25,21,21
4,0,0.10000000000000001,0.050000000000000003,2,61,-0.011806969492158759,25,23,25,25
4,0,0.10000000000000001,0.050000000000000003,2,62,-0.0077325598753104074,25,22,25,25
4,0,0.10000000000000001,0.050000000000000003,2,63,-0.01008402998880964,23,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,64,-0.0066871260003880106,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,65,-0.0041313673474812074,21,22,21,21
4,0,0.10000000000000001,0.050000000000000003,2,66,-0.01428629707968776,20,25,25,22
4,0,0.10000000000000001,0.050000000000000003,2,67,-0.012028463258496158,24,25,21,25
4,0,0.10000000000000001,0.050000000000000003,2,68,-0.014001218456401565,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,69,-0.016557701390387036,25,21,25,25
4,0,0.10000000000000001,0.050000000000000003,2,70,-0.016207319125658204,23,21,22,22
4,0,0.10000000000000001,0.050000000000000003,2,71,-0.0093802901111785797,22,25,22,23
4,0,0.10000000000000001,0.050000000000000003,2,72,-0.017459557073568277,25,25,20,22
4,0,0.10000000000000001,0.050000000000000003,2,73,-0.012125274377176254,23,21,22,22
4,0,0.10000000000000001,0.050000000000000003,2,74,-0.0118148679320218,25,22,25,25
4,0,0.10000000000000001,0.050000000000000003,2,75,-0.0077499390537367763,25,25,21,25
4,0,0.10000000000000001,0.050000000000000003,2,76,-0.0089190288337166468,25,21,21,21
4,0,0.10000000000000001,0.050000000000000003,2,77,-0.022358692488104737,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,78,-0.0083356771386680073,23,25,21,22
4,0,0.10000000000000001,0.050000000000000003,2,79,-0.011988768956527451,25,23,22,25
4,0,0.10000000000000001,0.050000000000000003,2,80,-0.01313941225832238,21,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,81,-0.0088048943527998524,22,23,25,23
4,0,0.10000000000000001,0.050000000000000003,2,82,-0.020551238696389529,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,83,-0.0059150062796606839,22,20,22,21
4,0,0.10000000000000001,0.050000000000000003,2,84,-0.012222452773494652,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,85,-0.022896989415336355,25,20,25,22
4,0,0.10000000000000001,0.050000000000000003,2,86,-0.0060636177357729082,21,21,21,21
4,0,0.10000000000000001,0.050000000000000003,2,87,-0.0098556373568814415,25,25,22,25
4,0,0.10000000000000001,0.050000000000000003,2,88,-0.01087438015709008,22,22,20,21
4,0,0.10000000000000001,0.050000000000000003,2,89,-0.014809149011447031,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,90,-0.011348375492352902,22,25,21,22
4,0,0.10000000000000001,0.050000000000000003,2,91,-0.0069045004281864664,22,22,25,23
4,0,0.10000000000000001,0.050000000000000003,2,92,-0.004703428302283541,25,23,25,25
4,0,0.10000000000000001,0.050000000000000003,2,93,-0.020501224843658905,25,24,25,25
4,0,0.10000000000000001,0.050000000000000003,2,94,-0.013759708792255632,25,21,23,24
4,0,0.10000000000000001,0.050000000000000003,2,95,-0.0098832043446162032,23,23,23,23
4,0,0.10000000000000001,0.050000000000000003,2,96,-0.018287607939204698,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,97,-0.012700963155214851,23,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,98,-0.011812980325012878,22,25,25,25
4,0,0.10000000000000001,0.050000000000000003,2,99,-0.015582581744037372,20,25,25,24
4,0,0.10000000000000001,0.050000000000000003,2,100,-0.0090992754888150618,22,22,25,25
4,0,0.10000000000000001,0.20000000000000001,1,1,-0.015117952971690052,22,25,21,22
4,0,0.10000000000000001,0.20000000000000001,1,2,-0.0084647872925263101,25,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,3,-0.014626196115837375,24,20,25,22
4,0,0.10000000000000001,0.20000000000000001,1,4,-0.015784171025733373,23,22,25,23
4,0,0.10000000000000001,0.20000000000000001,1,5,-0.0082499517617411477,21,21,22,22
4,0,0.10000000000000001,0.20000000000000001,1,6,-0.0061914227188069049,25,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,7,-0.017207934140923919,21,25,22,22
4,0,0.10000000000000001,0.20000000000000001,1,8,-0.0087722368561808928,23,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,9,-0.010818586909871142,23,25,22,25
4,0,0.10000000000000001,0.20000000000000001,1,10,-0.010236277343014022,22,24,22,22
4,0,0.10000000000000001,0.20000000000000001,1,11,-0.011969641573571721,24,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,12,-0.01138798518651285,22,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,13,-0.021118012422398635,25,25,22,25
4,0,0.10000000000000001,0.20000000000000001,1,14,-0.010534335617368606,25,21,22,22
4,0,0.10000000000000001,0.20000000000000001,1,15,-0.0092770411352480764,24,23,25,25
4,0,0.10000000000000001,0.20000000000000001,1,16,-0.012562005286373523,25,22,23,24
4,0,0.10000000000000001,0.20000000000000001,1,17,-0.023095514513303828,25,22,23,23
4,0,0.10000000000000001,0.20000000000000001,1,18,-0.0177236227930615,25,22,25,25
4,0,0.10000000000000001,0.20000000000000001,1,19,-0.0069914093492542406,25,25,21,23
4,0,0.10000000000000001,0.20000000000000001,1,20,-0.0068295979612662538,22,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,21,-0.0086849379927478321,25,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,22,-0.007744315262819379,22,25,23,23
4,0,0.10000000000000001,0.20000000000000001,1,23,-0.015803069189523455,25,25,23,25
4,0,0.10000000000000001,0.20000000000000001,1,24,-0.0072904105970599264,22,25,24,23
4,0,0.10000000000000001,0.20000000000000001,1,25,-0.021229396294280223,25,22,25,24
4,0,0.10000000000000001,0.20000000000000001,1,26,-0.0073283304689994999,21,23,21,22
4,0,0.10000000000000001,0.20000000000000001,1,27,-0.010683462993605453,25,23,22,22
4,0,0.10000000000000001,0.20000000000000001,1,28,-0.017454131646871707,25,22,25,25
4,0,0.10000000000000001,0.20000000000000001,1,29,-0.013226791980256003,21,25,22,24
4,0,0.10000000000000001,0.20000000000000001,1,30,-0.013245290257270392,25,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,31,-0.019367208213024512,25,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,32,-0.0091816655943919301,25,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,33,-0.01117724100723172,25,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,34,-0.012640248604665283,23,23,25,25
4,0,0.10000000000000001,0.20000000000000001,1,35,-0.0082957415510560573,25,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,36,-0.0087307850432329914,22,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,37,-0.0051158022793806879,23,23,23,23
4,0,0.10000000000000001,0.20000000000000001,1,38,-0.0049828857134608384,22,22,21,22
4,0,0.10000000000000001,0.20000000000000001,1,39,-0.010684175661044737,25,25,21,25
4,0,0.10000000000000001,0.20000000000000001,1,40,-0.015873134965577185,25,21,25,22
4,0,0.10000000000000001,0.20000000000000001,1,41,-0.011394113436911768,22,25,25,23
4,0,0.10000000000000001,0.20000000000000001,1,42,-0.0062129462936773017,24,22,25,25
4,0,0.10000000000000001,0.20000000000000001,1,43,-0.013240819328478759,22,25,21,22
4,0,0.10000000000000001,0.20000000000000001,1,44,-0.0082192600524328974,22,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,45,-0.016148578890155196,21,25,22,22
4,0,0.10000000000000001,0.20000000000000001,1,46,-0.0085372083061407977,25,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,47,-0.011282962845986066,23,23,25,25
4,0,0.10000000000000001,0.20000000000000001,1,48,-0.0067371917982155249,22,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,49,-0.0089447770980857211,25,22,24,24
4,0,0.10000000000000001,0.20000000000000001,1,50,-0.015543491368353202,25,25,22,25
4,0,0.10000000000000001,0.20000000000000001,1,51,-0.01693392221105916,25,21,21,21
4,0,0.10000000000000001,0.20000000000000001,1,52,-0.0074077990624505929,22,22,25,23
4,0,0.10000000000000001,0.20000000000000001,1,53,-0.010731911772739577,25,23,25,25
4,0,0.10000000000000001,0.20000000000000001,1,54,-0.018832756653418103,22,25,21,22
4,0,0.10000000000000001,0.20000000000000001,1,55,-0.0045929613920920875,22,25,22,23
4,0,0.10000000000000001,0.20000000000000001,1,56,-0.013307251997100922,24,23,22,23
4,0,0.10000000000000001,0.20000000000000001,1,57,-0.005508101043789182,23,22,22,22
4,0,0.10000000000000001,0.20000000000000001,1,58,-0.0092688050814100365,25,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,59,-0.009712315438181518,22,22,24,22
4,0,0.10000000000000001,0.20000000000000001,1,60,-0.019468853477452086,22,25,22,22
4,0,0.10000000000000001,0.20000000000000001,1,61,-0.015699509775348064,23,21,25,24
4,0,0.10000000000000001,0.20000000000000001,1,62,-0.0063217472093748395,25,23,23,23
4,0,0.10000000000000001,0.20000000000000001,1,63,-0.0079639645342710619,23,23,22,22
4,0,0.10000000000000001,0.20000000000000001,1,64,-0.0098163886268016753,23,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,65,-0.009307481181626498,21,25,22,22
4,0,0.10000000000000001,0.20000000000000001,1,66,-0.01259250813119217,21,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,67,-0.012682151305649203,23,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,68,-0.010549901173199538,23,25,24,25
4,0,0.10000000000000001,0.20000000000000001,1,69,-0.0100272618358479,25,21,25,25
4,0,0.10000000000000001,0.20000000000000001,1,70,-0.010576757222765076,25,23,23,25
4,0,0.10000000000000001,0.20000000000000001,1,71,-0.0048968971214162771,21,22,23,22
4,0,0.10000000000000001,0.20000000000000001,1,72,-0.015598195716168828,24,25,21,23
4,0,0.10000000000000001,0.20000000000000001,1,73,-0.015271830953071941,21,25,21,22
4,0,0.10000000000000001,0.20000000000000001,1,74,-0.014811820925275887,25,22,22,23
4,0,0.10000000000000001,0.20000000000000001,1,75,-0.0068747370152242304,25,22,23,25
4,0,0.10000000000000001,0.20000000000000001,1,76,-0.0068897765301163538,21,22,21,21
4,0,0.10000000000000001,0.20000000000000001,1,77,-0.026225392560466743,25,23,25,25
4,0,0.10000000000000001,0.20000000000000001,1,78,-0.017285422332235623,22,25,21,23
4,0,0.10000000000000001,0.20000000000000001,1,79,-0.01091417219395896,22,22,22,22
4,0,0.10000000000000001,0.20000000000000001,1,80,-0.008282274054295824,22,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,81,-0.013338203468898913,21,23,25,25
4,0,0.10000000000000001,0.20000000000000001,1,82,-0.014495086173599292,23,23,23,23
4,0,0.10000000000000001,0.20000000000000001,1,83,-0.011258088443295122,23,22,21,22
4,0,0.10000000000000001,0.20000000000000001,1,84,-0.012023963975655416,22,25,25,24
4,0,0.10000000000000001,0.20000000000000001,1,85,-0.018732195803014884,25,21,22,22
4,0,0.10000000000000001,0.20000000000000001,1,86,-0.010716614938112157,21,25,22,22
4,0,0.10000000000000001,0.20000000000000001,1,87,-0.0093894841550830055,25,25,25,25
4,0,0.10000000000000001,0.20000000000000001,1,88,-0.0076936836134879893,25,22,22,25
