network,eta,s_init,s_temporal,condition,rep,r2,lambdaIndex1,lambdaIndex2,lambdaIndex3,fullLambdaIndex
4,0,0.10000000000000001,0.10000000000000001,2,50,-0.016259886166608339,25,25,25,25
4,0,0.10000000000000001,0.10000000000000001,2,51,-0.013957537180441681,25,22,22,22
4,0,0.10000000000000001,0.10000000000000001,2,52,-0.008892807204885278,22,20,22,21
4,0,0.10000000000000001,0.10000000000000001,2,53,-0.0070752514425020951,24,25,25,25
4,0,0.10000000000000001,0.10000000000000001,2,54,-0.013347427061517037,22,25,22,22
4,0,0.10000000000000001,0.10000000000000001,2,55,-0.0059902082697074199,21,25,23,22
4,0,0.10000000000000001,0.10000000000000001,2,56,-0.013804457435725226,24,22,22,22
4,0,0.10000000000000001,0.10000000000000001,2,57,-0.0091384888292704858,25,24,25,25
4,0,0.10000000000000001,0.10000000000000001,2,58,-0.0097101831023953533,25,22,25,25
4,0,0.10000000000000001,0.10000000000000001,2,59,-0.008521060752392895,22,21,23,22
4,0,0.10000000000000001,0.10000000000000001,2,60,-0.016265203625893898,21,25,21,22
4,0,0.10000000000000001,0.10000000000000001,2,61,-0.010983122209660356,25,21,25,25
4,0,0.10000000000000001,0.10000000000000001,2,62,-0.0074764058237204445,25,21,25,23
4,0,0.10000000000000001,0.10000000000000001,2,63,-0.0082224384591433886,25,25,23,25
4,0,0.10000000000000001,0.10000000000000001,2,64,-0.010537394968949121,25,25,25,25
4,0,0.10000000000000001,0.10000000000000001,2,65,-0.0052345434784502043,21,22,21,21
4,0,0.10000000000000001,0.10000000000000001,2,66,-0.0084975829383211465,21,25,25,22
4,0,0.10000000000000001,0.10000000000000001,2,67,-0.011752224301873726,25,25,23,25
4,0,0.10000000000000001,0.10000000000000001,2,68,-0.013032422231396446,25,25,25,25
4,0,0.10000000000000001,0.10000000000000001,2,69,-0.013758363953757069,25,22,25,25
4,0,0.10000000000000001,0.10000000000000001,2,70,-0.012908379655273805,23,22,23,22
4,0,0.10000000000000001,0.10000000000000001,2,71,-0.010309804959572455,21,25,22,22
4,0,0.10000000000000001,0.10000000000000001,2,72,-0.01110259347214626,25,25,21,23
4,0,0.10000000000000001,0.10000000000000001,2,73,-0.011629455734101013,23,21,25,22
4,0,0.10000000000000001,0.10000000000000001,2,74,-0.011590147990332422,25,25,25,25
4,0,0.10000000000000001,0.10000000000000001,2,75,-0.0062452850668792692,25,25,22,25
4,0,0.10000000000000001,0.10000000000000001,2,76,-0.010557603675056537,24,21,22,22
4,0,0.10000000000000001,0.10000000000000001,2,77,-0.017755875484575245,25,25,25,25
4,0,0.10000000000000001,0.10000000000000001,2,78,-0.0081544444840104813,22,25,22,23
4,0,0.10000000000000001,0.10000000000000001,2,79,-0.012095783197606069,25,23,23,23
4,0,0.10000000000000001,0.10000000000000001,2,80,-0.012304012328477887,21,25,25,25
4,0,0.10000000000000001,0.10000000000000001,2,81,-0.0079304918482185904,22,25,25,25
4,0,0.10000000000000001,0.10000000000000001,2,82,-0.018275365260074228,25,25,25,25
4,0,0.10000000000000001,0.10000000000000001,2,83,-0.010215792164478543,24,21,23,22
4,0,0.10000000000000001,0.10000000000000001,2,84,-0.0097300610119654962,25,25,25,25
4,0,0.10000000000000001,0.10000000000000001,2,85,-0.013139917733731021,25,23,23,25
4,0,0.10000000000000001,0.10000000000000001,2,86,-0.0082377604101024904,21,24,21,21
4,0,0.10000000000000001,0.10000000000000001,2,87,-0.01088831424126413,25,25,21,25
4,0,0.10000000000000001,0.10000000000000001,2,88,-0.010949575713319115,25,22,21,22
4,0,0.10000000000000001,0.10000000000000001,2,89,-0.012574966628438933,25,25,25,25
4,0,0.10000000000000001,0.10000000000000001,2,90,-0.012768588755167176,23,25,21,23
4,0,0.10000000000000001,0.10000000000000001,2,91,-0.010061042353063154,22,23,25,25
4,0,0.10000000000000001,0.10000000000000001,2,92,-0.006077209855955612,25,23,25,25
4,0,0.10000000000000001,0.10000000000000001,2,93,-0.018228418326326157,25,22,22,23
4,0,0.10000000000000001,0.10000000000000001,2,94,-0.009950197522489157,25,23,25,25
4,0,0.10000000000000001,0.10000000000000001,2,95,-0.0095177189274391338,22,25,22,22
4,0,0.10000000000000001,0.10000000000000001,2,96,-0.015431223343668199,25,22,25,25
4,0,0.10000000000000001,0.10000000000000001,2,97,-0.010662479974564043,23,22,25,25
4,0,0.10000000000000001,0.10000000000000001,2,98,-0.010909020403239822,22,25,25,25
4,0,0.10000000000000001,0.10000000000000001,2,99,-0.0083885212325907066,23,25,25,25
4,0,0.10000000000000001,0.10000000000000001,2,100,-0.010056206467889517,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,1,-0.022719266975306684,21,25,20,21
4,0,0.20000000000000001,0.10000000000000001,1,2,-0.0072634174432131271,23,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,3,-0.022427082852867208,25,19,25,25
4,0,0.20000000000000001,0.10000000000000001,1,4,-0.019901085875021485,25,21,25,24
4,0,0.20000000000000001,0.10000000000000001,1,5,-0.0078096194673569208,21,21,23,21
4,0,0.20000000000000001,0.10000000000000001,1,6,-0.0058548658713741819,25,23,25,25
4,0,0.20000000000000001,0.10000000000000001,1,7,-0.016736100512895424,20,25,21,21
4,0,0.20000000000000001,0.10000000000000001,1,8,-0.0079679251189153089,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,9,-0.014724109317246104,25,25,22,25
4,0,0.20000000000000001,0.10000000000000001,1,10,-0.010419385292276928,23,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,11,-0.012687465699096956,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,12,-0.013741177222245327,22,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,13,-0.024722491160740878,25,25,22,25
4,0,0.20000000000000001,0.10000000000000001,1,14,-0.02263919433585726,22,20,20,21
4,0,0.20000000000000001,0.10000000000000001,1,15,-0.011675426206996242,21,23,25,25
4,0,0.20000000000000001,0.10000000000000001,1,16,-0.010533152762106424,25,21,25,25
4,0,0.20000000000000001,0.10000000000000001,1,17,-0.037264198412712002,25,21,21,22
4,0,0.20000000000000001,0.10000000000000001,1,18,-0.023891081110424039,25,21,25,23
4,0,0.20000000000000001,0.10000000000000001,1,19,-0.0024577490765282928,23,25,21,23
4,0,0.20000000000000001,0.10000000000000001,1,20,-0.0047880724118229967,22,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,21,-0.0081357345399433179,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,22,-0.007556912931646842,21,22,22,22
4,0,0.20000000000000001,0.10000000000000001,1,23,-0.019900799089206389,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,24,-0.00543421233776753,22,25,22,23
4,0,0.20000000000000001,0.10000000000000001,1,25,-0.028109493232531424,25,23,22,23
4,0,0.20000000000000001,0.10000000000000001,1,26,-0.0064143804381642244,21,21,22,21
4,0,0.20000000000000001,0.10000000000000001,1,27,-0.0092913836847812181,25,25,22,23
4,0,0.20000000000000001,0.10000000000000001,1,28,-0.019923813295651849,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,29,-0.012791150523188133,22,25,21,25
4,0,0.20000000000000001,0.10000000000000001,1,30,-0.013425423530205149,25,23,25,25
4,0,0.20000000000000001,0.10000000000000001,1,31,-0.024343842221640433,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,32,-0.0090526557791563711,25,23,25,25
4,0,0.20000000000000001,0.10000000000000001,1,33,-0.0085211905628139739,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,34,-0.012784181281460638,22,23,25,23
4,0,0.20000000000000001,0.10000000000000001,1,35,-0.011201130873038645,25,25,21,25
4,0,0.20000000000000001,0.10000000000000001,1,36,-0.0057280824272440967,21,21,25,25
4,0,0.20000000000000001,0.10000000000000001,1,37,-0.0036031597083632239,21,25,25,23
4,0,0.20000000000000001,0.10000000000000001,1,38,-0.0065094906787928064,20,20,25,21
4,0,0.20000000000000001,0.10000000000000001,1,39,-0.0068571937161228114,25,25,22,25
4,0,0.20000000000000001,0.10000000000000001,1,40,-0.0263591265963663,25,20,25,22
4,0,0.20000000000000001,0.10000000000000001,1,41,-0.021436145757551595,20,21,25,21
4,0,0.20000000000000001,0.10000000000000001,1,42,-0.0060404238311149161,25,22,25,25
4,0,0.20000000000000001,0.10000000000000001,1,43,-0.011718254643418469,21,25,21,23
4,0,0.20000000000000001,0.10000000000000001,1,44,-0.0051084813665740469,23,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,45,-0.024777811176672992,20,24,22,21
4,0,0.20000000000000001,0.10000000000000001,1,46,-0.0062712434370633119,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,47,-0.012204946193022703,22,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,48,-0.0032397469995026906,24,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,49,-0.014163179868560638,25,20,21,22
4,0,0.20000000000000001,0.10000000000000001,1,50,-0.022686489709761837,25,25,21,23
4,0,0.20000000000000001,0.10000000000000001,1,51,-0.023355853298810514,25,20,20,21
4,0,0.20000000000000001,0.10000000000000001,1,52,-0.015973066849160444,23,19,25,22
4,0,0.20000000000000001,0.10000000000000001,1,53,-0.009036216423613963,25,22,25,25
4,0,0.20000000000000001,0.10000000000000001,1,54,-0.018569760249481204,25,22,21,22
4,0,0.20000000000000001,0.10000000000000001,1,55,-0.0013241099086749308,22,25,22,23
4,0,0.20000000000000001,0.10000000000000001,1,56,-0.016674299346500776,25,21,22,22
4,0,0.20000000000000001,0.10000000000000001,1,57,-0.011365254900967514,25,22,21,22
4,0,0.20000000000000001,0.10000000000000001,1,58,-0.010543349441113348,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,59,-0.007831693205538004,22,21,22,21
4,0,0.20000000000000001,0.10000000000000001,1,60,-0.027403291941823005,21,25,25,24
4,0,0.20000000000000001,0.10000000000000001,1,61,-0.021504464307333437,22,20,25,25
4,0,0.20000000000000001,0.10000000000000001,1,62,-0.0055488197655497729,25,21,21,22
4,0,0.20000000000000001,0.10000000000000001,1,63,-0.011483514604220035,21,25,22,22
4,0,0.20000000000000001,0.10000000000000001,1,64,-0.0061280440670670178,24,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,65,-0.0035469685867584033,19,25,19,20
4,0,0.20000000000000001,0.10000000000000001,1,66,-0.022202141715077506,20,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,67,-0.01617309042715509,20,25,25,24
4,0,0.20000000000000001,0.10000000000000001,1,68,-0.013019789419746797,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,69,-0.011327039565340868,25,21,25,25
4,0,0.20000000000000001,0.10000000000000001,1,70,-0.01200455065170436,25,23,22,23
4,0,0.20000000000000001,0.10000000000000001,1,71,-0.0089755714179671209,25,19,23,22
4,0,0.20000000000000001,0.10000000000000001,1,72,-0.041063771012784356,22,25,19,21
4,0,0.20000000000000001,0.10000000000000001,1,73,-0.021663310494567822,25,25,21,23
4,0,0.20000000000000001,0.10000000000000001,1,74,-0.015898343766096446,25,24,22,23
4,0,0.20000000000000001,0.10000000000000001,1,75,-0.0076382057057631236,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,76,-0.0085797397132623132,21,20,21,20
4,0,0.20000000000000001,0.10000000000000001,1,77,-0.034338291444320657,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,78,-0.012621166267616779,23,25,21,22
4,0,0.20000000000000001,0.10000000000000001,1,79,-0.0078494616607180934,25,23,21,23
4,0,0.20000000000000001,0.10000000000000001,1,80,-0.0095193572405360971,22,23,25,25
4,0,0.20000000000000001,0.10000000000000001,1,81,-0.018424022685707531,19,22,25,25
4,0,0.20000000000000001,0.10000000000000001,1,82,-0.043009867557496806,21,22,19,22
4,0,0.20000000000000001,0.10000000000000001,1,83,-0.010171880223714957,25,20,21,21
4,0,0.20000000000000001,0.10000000000000001,1,84,-0.015423622391383729,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,85,-0.021850144952110906,25,21,22,22
4,0,0.20000000000000001,0.10000000000000001,1,86,-0.017728327151087075,20,22,20,20
4,0,0.20000000000000001,0.10000000000000001,1,87,-0.010422813352728211,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,88,-0.012093681151294833,25,25,19,25
4,0,0.20000000000000001,0.10000000000000001,1,89,-0.012763546441487472,25,23,25,25
4,0,0.20000000000000001,0.10000000000000001,1,90,-0.006348740524251939,21,24,21,21
4,0,0.20000000000000001,0.10000000000000001,1,91,-0.0094602735060329568,21,22,25,25
4,0,0.20000000000000001,0.10000000000000001,1,92,-0.0066848418846543467,25,22,25,25
4,0,0.20000000000000001,0.10000000000000001,1,93,-0.027476661784619605,25,21,25,25
4,0,0.20000000000000001,0.10000000000000001,1,94,-0.021351141540012719,25,22,21,22
4,0,0.20000000000000001,0.10000000000000001,1,95,-0.012057856889937657,25,22,22,22
4,0,0.20000000000000001,0.10000000000000001,1,96,-0.021810088525788585,24,22,25,23
4,0,0.20000000000000001,0.10000000000000001,1,97,-0.011426287812777547,24,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,98,-0.016986404448877668,25,22,25,25
4,0,0.20000000000000001,0.10000000000000001,1,99,-0.0068494869390032243,21,25,25,25
4,0,0.20000000000000001,0.10000000000000001,1,100,-0.016990511039837841,20,21,25,22
4,0,0.20000000000000001,0.10000000000000001,2,1,-0.012631050981426251,22,25,22,22
4,0,0.20000000000000001,0.10000000000000001,2,2,-0.007535876619946924,25,23,22,25
4,0,0.20000000000000001,0.10000000000000001,2,3,-0.0099902370685645003,25,23,25,25
4,0,0.20000000000000001,0.10000000000000001,2,4,-0.012108128611447055,25,22,25,25
4,0,0.20000000000000001,0.10000000000000001,2,5,-0.010057826092821909,22,25,24,23
4,0,0.20000000000000001,0.10000000000000001,2,6,-0.0071091516069652361,25,24,25,25
4,0,0.20000000000000001,0.10000000000000001,2,7,-0.013429727860969187,21,25,22,22
4,0,0.20000000000000001,0.10000000000000001,2,8,-0.0067690681952958798,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,9,-0.012836685297447525,25,25,22,25
4,0,0.20000000000000001,0.10000000000000001,2,10,-0.0083685517844127588,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,11,-0.014716163608526678,22,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,12,-0.014014583971016181,23,23,25,24
4,0,0.20000000000000001,0.10000000000000001,2,13,-0.013316780800790129,22,25,24,24
4,0,0.20000000000000001,0.10000000000000001,2,14,-0.010215208387362118,25,21,22,22
4,0,0.20000000000000001,0.10000000000000001,2,15,-0.0084512121202477974,23,23,22,22
4,0,0.20000000000000001,0.10000000000000001,2,16,-0.013518497162775533,25,23,25,25
4,0,0.20000000000000001,0.10000000000000001,2,17,-0.017360716959298417,25,22,25,25
4,0,0.20000000000000001,0.10000000000000001,2,18,-0.013187158668601651,25,22,24,23
4,0,0.20000000000000001,0.10000000000000001,2,19,-0.01011910437140684,25,23,22,23
4,0,0.20000000000000001,0.10000000000000001,2,20,-0.0080379535580972217,21,25,22,25
4,0,0.20000000000000001,0.10000000000000001,2,21,-0.012171687880331516,25,22,25,25
4,0,0.20000000000000001,0.10000000000000001,2,22,-0.0090698947857523748,24,24,25,25
4,0,0.20000000000000001,0.10000000000000001,2,23,-0.019045370285899033,25,25,22,25
4,0,0.20000000000000001,0.10000000000000001,2,24,-0.0074202292394658365,21,22,24,22
4,0,0.20000000000000001,0.10000000000000001,2,25,-0.018424572625619362,25,21,25,25
4,0,0.20000000000000001,0.10000000000000001,2,26,-0.010762414927023567,22,25,23,24
4,0,0.20000000000000001,0.10000000000000001,2,27,-0.0096758835387487085,23,22,23,23
4,0,0.20000000000000001,0.10000000000000001,2,28,-0.013000997188275853,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,29,-0.014324704077605555,25,24,21,23
4,0,0.20000000000000001,0.10000000000000001,2,30,-0.010942354391599851,23,22,25,25
4,0,0.20000000000000001,0.10000000000000001,2,31,-0.014496760830496669,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,32,-0.010593984415392388,23,25,23,25
4,0,0.20000000000000001,0.10000000000000001,2,33,-0.0096130602678945465,25,25,22,25
4,0,0.20000000000000001,0.10000000000000001,2,34,-0.013391669638117776,22,24,23,22
4,0,0.20000000000000001,0.10000000000000001,2,35,-0.0078284079829356035,22,25,22,25
4,0,0.20000000000000001,0.10000000000000001,2,36,-0.0076364730141953441,22,21,25,22
4,0,0.20000000000000001,0.10000000000000001,2,37,-0.007914291227952841,21,22,25,22
4,0,0.20000000000000001,0.10000000000000001,2,38,-0.0066132111801937565,25,23,25,25
4,0,0.20000000000000001,0.10000000000000001,2,39,-0.0077083305446694617,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,40,-0.021021503444604628,25,20,22,21
4,0,0.20000000000000001,0.10000000000000001,2,41,-0.012095593481419531,21,22,25,22
4,0,0.20000000000000001,0.10000000000000001,2,42,-0.009560748653255402,22,21,25,22
4,0,0.20000000000000001,0.10000000000000001,2,43,-0.012824239652331482,25,25,22,24
4,0,0.20000000000000001,0.10000000000000001,2,44,-0.0079055598683721584,22,22,25,22
4,0,0.20000000000000001,0.10000000000000001,2,45,-0.0090323787928898724,23,25,23,23
4,0,0.20000000000000001,0.10000000000000001,2,46,-0.010558848346711391,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,47,-0.012350488719566233,25,23,25,25
4,0,0.20000000000000001,0.10000000000000001,2,48,-0.0092404552020497466,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,49,-0.0085425148469000511,23,21,23,22
4,0,0.20000000000000001,0.10000000000000001,2,50,-0.016235063586309328,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,51,-0.015788248840040708,25,22,22,23
4,0,0.20000000000000001,0.10000000000000001,2,52,-0.0088549914120508166,22,20,22,21
4,0,0.20000000000000001,0.10000000000000001,2,53,-0.0083159677216650962,22,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,54,-0.013079441140894321,22,23,22,22
4,0,0.20000000000000001,0.10000000000000001,2,55,-0.006684212172540116,21,25,25,23
4,0,0.20000000000000001,0.10000000000000001,2,56,-0.015705055456650463,25,22,22,22
4,0,0.20000000000000001,0.10000000000000001,2,57,-0.009848982081263058,22,23,22,22
4,0,0.20000000000000001,0.10000000000000001,2,58,-0.010454639042860814,23,22,25,24
4,0,0.20000000000000001,0.10000000000000001,2,59,-0.0084758039426082732,22,22,22,22
4,0,0.20000000000000001,0.10000000000000001,2,60,-0.014812615160735065,21,25,21,22
4,0,0.20000000000000001,0.10000000000000001,2,61,-0.011683489732080332,25,22,25,25
4,0,0.20000000000000001,0.10000000000000001,2,62,-0.0076344499870368843,25,22,25,25
4,0,0.20000000000000001,0.10000000000000001,2,63,-0.0081786978911573271,25,25,23,25
4,0,0.20000000000000001,0.10000000000000001,2,64,-0.011732130916842776,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,65,-0.0072385688152747374,21,22,21,21
4,0,0.20000000000000001,0.10000000000000001,2,66,-0.0083390961269216302,21,25,25,22
4,0,0.20000000000000001,0.10000000000000001,2,67,-0.011905390098805757,25,25,22,25
4,0,0.20000000000000001,0.10000000000000001,2,68,-0.01276883495099268,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,69,-0.014100826780259812,25,22,25,25
4,0,0.20000000000000001,0.10000000000000001,2,70,-0.011767596993408125,24,22,23,22
4,0,0.20000000000000001,0.10000000000000001,2,71,-0.0098496576236923872,22,24,22,22
4,0,0.20000000000000001,0.10000000000000001,2,72,-0.0099371866340076664,25,25,21,23
4,0,0.20000000000000001,0.10000000000000001,2,73,-0.011830272098054317,25,21,25,23
4,0,0.20000000000000001,0.10000000000000001,2,74,-0.011337446002149143,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,75,-0.0081386466066424301,25,25,22,25
4,0,0.20000000000000001,0.10000000000000001,2,76,-0.0110810538472641,22,21,21,22
4,0,0.20000000000000001,0.10000000000000001,2,77,-0.017132514631613027,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,78,-0.0088295132351261518,22,25,22,23
4,0,0.20000000000000001,0.10000000000000001,2,79,-0.010816919917845391,25,23,22,24
4,0,0.20000000000000001,0.10000000000000001,2,80,-0.010887390401672636,21,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,81,-0.0086311180190237202,22,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,82,-0.017651085311666481,25,25,23,25
4,0,0.20000000000000001,0.10000000000000001,2,83,-0.011747169777653665,25,22,23,23
4,0,0.20000000000000001,0.10000000000000001,2,84,-0.010274190662505678,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,85,-0.01198199462245797,25,24,23,25
4,0,0.20000000000000001,0.10000000000000001,2,86,-0.0079023420403634415,21,22,21,21
4,0,0.20000000000000001,0.10000000000000001,2,87,-0.01111549161702019,25,25,21,25
4,0,0.20000000000000001,0.10000000000000001,2,88,-0.01183921114735309,25,25,21,22
4,0,0.20000000000000001,0.10000000000000001,2,89,-0.011989397984252248,25,23,25,25
4,0,0.20000000000000001,0.10000000000000001,2,90,-0.011063729559426694,22,25,21,22
4,0,0.20000000000000001,0.10000000000000001,2,91,-0.010172817972822212,22,24,25,25
4,0,0.20000000000000001,0.10000000000000001,2,92,-0.0074273451325272966,25,24,25,25
4,0,0.20000000000000001,0.10000000000000001,2,93,-0.017848792483000198,25,22,22,23
4,0,0.20000000000000001,0.10000000000000001,2,94,-0.011048173647609794,25,22,25,25
4,0,0.20000000000000001,0.10000000000000001,2,95,-0.0080616256489129956,22,25,22,22
4,0,0.20000000000000001,0.10000000000000001,2,96,-0.015791522523449064,25,22,25,25
4,0,0.20000000000000001,0.10000000000000001,2,97,-0.010805260770174074,24,22,23,23
4,0,0.20000000000000001,0.10000000000000001,2,98,-0.0097325848271865301,23,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,99,-0.0079608030169655564,25,25,25,25
4,0,0.20000000000000001,0.10000000000000001,2,100,-0.009092544099990274,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,1,-0.017909246502777698,21,25,25,22
4,0,0.10000000000000001,0.050000000000000003,1,2,-0.0084987690592173148,22,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,3,-0.01493179070765116,25,22,23,23
4,0,0.10000000000000001,0.050000000000000003,1,4,-0.025622556129064389,25,20,25,25
4,0,0.10000000000000001,0.050000000000000003,1,5,-0.012070648365949399,21,23,25,23
4,0,0.10000000000000001,0.050000000000000003,1,6,-0.0062127028857161815,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,7,-0.011440345426218412,20,23,21,21
4,0,0.10000000000000001,0.050000000000000003,1,8,-0.0085299312241606806,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,9,-0.026989158293703852,25,25,20,24
4,0,0.10000000000000001,0.050000000000000003,1,10,-0.014990647644690158,25,22,23,23
4,0,0.10000000000000001,0.050000000000000003,1,11,-0.010492037695694734,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,12,-0.011766758801878385,23,24,25,25
4,0,0.10000000000000001,0.050000000000000003,1,13,-0.02963332066377844,25,25,21,25
4,0,0.10000000000000001,0.050000000000000003,1,14,-0.024523310126803866,21,21,20,21
4,0,0.10000000000000001,0.050000000000000003,1,15,-0.012052641725039281,20,22,25,22
4,0,0.10000000000000001,0.050000000000000003,1,16,-0.005645457113216068,25,21,25,25
4,0,0.10000000000000001,0.050000000000000003,1,17,-0.047394402407414216,25,21,21,21
4,0,0.10000000000000001,0.050000000000000003,1,18,-0.026966073271389224,23,20,25,22
4,0,0.10000000000000001,0.050000000000000003,1,19,-0.002016408079643206,22,25,20,25
4,0,0.10000000000000001,0.050000000000000003,1,20,-0.0023164553276415756,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,21,-0.007618820625185263,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,22,-0.0027950974919324079,20,22,22,22
4,0,0.10000000000000001,0.050000000000000003,1,23,-0.022299278777589526,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,24,-0.0015403921451675462,21,25,21,23
4,0,0.10000000000000001,0.050000000000000003,1,25,-0.036096057038430329,25,25,21,22
4,0,0.10000000000000001,0.050000000000000003,1,26,-0.019352174906404507,20,19,21,20
4,0,0.10000000000000001,0.050000000000000003,1,27,-0.02726529391724708,25,25,19,22
4,0,0.10000000000000001,0.050000000000000003,1,28,-0.019110543044741579,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,29,-0.028239089517930749,22,25,19,25
4,0,0.10000000000000001,0.050000000000000003,1,30,-0.013775758764174251,25,22,25,25
4,0,0.10000000000000001,0.050000000000000003,1,31,-0.026981132152446907,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,32,-0.010876951945012925,25,22,25,25
4,0,0.10000000000000001,0.050000000000000003,1,33,-0.0062484051882960578,22,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,34,-0.0090850464292391298,20,25,25,24
4,0,0.10000000000000001,0.050000000000000003,1,35,-0.010025154285147275,25,25,21,25
4,0,0.10000000000000001,0.050000000000000003,1,36,-0.0086531614899407749,20,20,25,25
4,0,0.10000000000000001,0.050000000000000003,1,37,-0.0025063564674854266,21,25,25,23
4,0,0.10000000000000001,0.050000000000000003,1,38,-0.0064096098271109181,18,20,20,19
4,0,0.10000000000000001,0.050000000000000003,1,39,-0.0077356355537345767,25,25,21,25
4,0,0.10000000000000001,0.050000000000000003,1,40,-0.027376119899419349,25,20,25,21
4,0,0.10000000000000001,0.050000000000000003,1,41,-0.024168949938785156,20,25,25,21
4,0,0.10000000000000001,0.050000000000000003,1,42,-0.0079944414590136237,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,43,-0.011476827132423262,22,25,20,21
4,0,0.10000000000000001,0.050000000000000003,1,44,-0.0020638625061146776,24,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,45,-0.024992385990208366,20,25,21,21
4,0,0.10000000000000001,0.050000000000000003,1,46,-0.0033273266942359658,25,25,23,25
4,0,0.10000000000000001,0.050000000000000003,1,47,-0.011585770968940423,23,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,48,-0.0038965908136836536,22,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,49,-0.013540383357241836,25,21,18,22
4,0,0.10000000000000001,0.050000000000000003,1,50,-0.030289377867846801,25,25,20,22
4,0,0.10000000000000001,0.050000000000000003,1,51,-0.033104755537686881,25,19,18,19
4,0,0.10000000000000001,0.050000000000000003,1,52,-0.0090990101782713051,25,22,25,25
4,0,0.10000000000000001,0.050000000000000003,1,53,-0.010162489029710953,23,21,25,25
4,0,0.10000000000000001,0.050000000000000003,1,54,-0.021633543173440684,25,22,22,22
4,0,0.10000000000000001,0.050000000000000003,1,55,-0.00038319551618526404,21,22,21,21
4,0,0.10000000000000001,0.050000000000000003,1,56,-0.025505246815177296,22,19,21,21
4,0,0.10000000000000001,0.050000000000000003,1,57,-0.015382070661375424,25,21,21,22
4,0,0.10000000000000001,0.050000000000000003,1,58,-0.012198552850907207,25,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,59,-0.0094586562411373976,22,19,22,21
4,0,0.10000000000000001,0.050000000000000003,1,60,-0.038234695693722953,20,25,25,25
4,0,0.10000000000000001,0.050000000000000003,1,61,-0.017086969578564259,22,22,25,25
4,0,0.10000000000000001,0.050000000000000003,1,62,-0.004693417052095139,25,25,21,22
4,0,0.10000000000000001,0.050000000000000003,1,63,-0.016013372121121527,20,25,22,23
