Network,Target,Trial,InitialNorm,InitialActiveChangeFraction
1,6,39,1.44709380622563,0
1,6,40,1.37560410546135,0.005
1,6,41,1.35891417182989,0
1,6,42,1.50984743481512,0
1,6,43,1.48814007018922,0
1,6,44,1.37905316781561,0
1,6,45,1.4531630459169,0
1,6,46,1.47469154954599,0.005
1,6,47,1.52597114621681,0
1,6,48,1.30653393503124,0
1,6,49,1.49678693258192,0
1,6,50,1.52108597418865,0
1,6,51,1.33341868006032,0
1,6,52,1.41110898476145,0
1,6,53,1.40775711079928,0
1,6,54,1.42138775996455,0
1,6,55,1.4421425475337,0
1,6,56,1.41446315916951,0
1,6,57,1.42811507755686,0
1,6,58,1.38879500995128,0
1,6,59,1.44009517039625,0
1,6,60,1.45667750939374,0
1,6,61,1.57930800098475,0
1,6,62,1.35968339558458,0
1,6,63,1.41340246446822,0
1,6,64,1.49495060054229,0
1,6,65,1.37724211970377,0.005
1,6,66,1.46337729983637,0
1,6,67,1.2883750158972,0
1,6,68,1.30376518339333,0
1,6,69,1.37330036800693,0
1,6,70,1.36482047722309,0
1,6,71,1.31721034715102,0
1,6,72,1.41653957230483,0
1,6,73,1.40899345824241,0.005
1,6,74,1.34137420325329,0.005
1,6,75,1.43359918231709,0
1,6,76,1.38060431763156,0
1,6,77,1.37695810512934,0
1,6,78,1.36181046977436,0
1,6,79,1.4365827934009,0
1,6,80,1.55339378350165,0.005
1,6,81,1.46458795827966,0.005
1,6,82,1.35298850712448,0
1,6,83,1.41093302897893,0
1,6,84,1.38395525704472,0.005
1,6,85,1.42290003092409,0
1,6,86,1.29475098322729,0
1,6,87,1.37110183989425,0
1,6,88,1.25550487459799,0
1,6,89,1.49519336181454,0
1,6,90,1.33196029149941,0
1,6,91,1.31276265401314,0
1,6,92,1.43082429952418,0
1,6,93,1.47031009291349,0
1,6,94,1.35195253047008,0
1,6,95,1.33906156740454,0
1,6,96,1.32365712564251,0.005
1,6,97,1.29541620381737,0
1,6,98,1.49864000217803,0
1,6,99,1.42072031121147,0
1,6,100,1.24971805827546,0
1,7,1,1.48535114712962,0
1,7,2,1.58337660180235,0
1,7,3,1.32912047693997,0
1,7,4,1.3147592826419,0
1,7,5,1.49332338519418,0
1,7,6,1.29431328090316,0
1,7,7,1.43788053712854,0
1,7,8,1.51571090925529,0
1,7,9,1.41279394003272,0
1,7,10,1.38956342943278,0
1,7,11,1.44306516553004,0
1,7,12,1.32427197274939,0
1,7,13,1.56322914722686,0
1,7,14,1.41900758717765,0
1,7,15,1.30687838384311,0
1,7,16,1.51467935082321,0
1,7,17,1.35838013037916,0
1,7,18,1.39607722588925,0
1,7,19,1.32227014761535,0
1,7,20,1.37263233569783,0
1,7,21,1.32459430856893,0
1,7,22,1.42134441441306,0
1,7,23,1.4217707997688,0
1,7,24,1.52803038122307,0
1,7,25,1.39211312296887,0
1,7,26,1.35360724003512,0
1,7,27,1.35643287550115,0
1,7,28,1.49931448778571,0
1,7,29,1.36410464845408,0
1,7,30,1.39870958449029,0
1,7,31,1.37031050598872,0
1,7,32,1.54829935117514,0
1,7,33,1.37719992300051,0
1,7,34,1.52283693087516,0
1,7,35,1.37780778584273,0
1,7,36,1.35461701834389,0
1,7,37,1.39727120803933,0
1,7,38,1.54455490728994,0
1,7,39,1.43621908991493,0
1,7,40,1.56495600308416,0
1,7,41,1.53754753414541,0
1,7,42,1.36341958420358,0
1,7,43,1.42096308126966,0
1,7,44,1.34094527207756,0
1,7,45,1.5376972197974,0
1,7,46,1.33915884371702,0
1,7,47,1.2354635836849,0
1,7,48,1.40538426043513,0
1,7,49,1.39994476580924,0
1,7,50,1.41288965446245,0
1,7,51,1.42499140939807,0
1,7,52,1.47042550941971,0
1,7,53,1.36555995236732,0
1,7,54,1.34536206138842,0
1,7,55,1.21943320287566,0
1,7,56,1.48746367991542,0
1,7,57,1.39272058005148,0
1,7,58,1.33234259433303,0
1,7,59,1.4089836549354,0
1,7,60,1.35916770694788,0
1,7,61,1.30470697085737,0
1,7,62,1.41676408806243,0
1,7,63,1.46801310408929,0
1,7,64,1.50817401440916,0
1,7,65,1.43750710424695,0
1,7,66,1.36852738589511,0
1,7,67,1.39564637834352,0
1,7,68,1.44970997248184,0
1,7,69,1.47492004866925,0
1,7,70,1.39391471980499,0
1,7,71,1.34061591957501,0
1,7,72,1.43833127250138,0
1,7,73,1.51101809166519,0
1,7,74,1.23847866938082,0
1,7,75,1.31296792812037,0
1,7,76,1.3845638762301,0
1,7,77,1.50289063304636,0
1,7,78,1.37142750607279,0
1,7,79,1.52145521582826,0
1,7,80,1.45951245687746,0
1,7,81,1.40121334050206,0
