network,eta,condition,target,trial,fold,referenceK95,cueDistance,pregoDistance,convergence,foldMean
1,1,1,2,8,3,92,3.27456952989254,3.05083306341232,0.068325459098609,-0.0904124658938509
1,1,1,2,9,2,92,3.60592151481381,3.98481414418358,-0.105075118194672,-0.196785254305171
1,1,1,2,10,3,92,2.84048929004563,3.45711753068385,-0.217085219366667,-0.0904124658938509
1,1,1,2,11,1,92,3.08434493930346,3.43487640491161,-0.113648593949843,-0.111744727153599
1,1,1,2,12,3,92,3.22856815128408,3.63473873552024,-0.12580517591819,-0.0904124658938509
1,1,1,2,13,3,92,3.02359828601715,2.79475056653498,0.0756872103481799,-0.0904124658938509
1,1,1,2,14,3,92,3.22034148267034,3.21505264901022,0.0016423207565347,-0.0904124658938509
1,1,1,2,15,1,92,3.07181873815784,3.62468360868072,-0.17997965298383,-0.111744727153599
1,1,1,2,16,1,92,3.54378690643763,3.53906780487744,0.00133165500205745,-0.111744727153599
1,1,1,2,17,2,92,2.95041193281224,4.2003176436321,-0.423637695102625,-0.196785254305171
1,1,1,2,18,3,92,2.94817902949953,3.36385115077064,-0.140992835615437,-0.0904124658938509
1,1,1,2,19,2,92,3.03601242060797,3.78845853633058,-0.247840262646864,-0.196785254305171
1,1,1,2,20,3,92,3.05783974951593,3.66148596179023,-0.197409367959803,-0.0904124658938509
1,1,1,2,21,1,92,3.01255637499137,3.70337229460481,-0.229312196561108,-0.111744727153599
1,1,1,2,22,2,92,3.05792060455234,3.43779683082739,-0.124226974928497,-0.196785254305171
1,1,1,2,23,1,92,2.998548177117,3.5120949503832,-0.171265139971824,-0.111744727153599
1,1,1,2,24,1,92,3.02270320184243,3.8902729763233,-0.287017850099231,-0.111744727153599
1,1,1,2,25,2,92,3.2610687930484,3.82251036781088,-0.172164897581831,-0.196785254305171
1,1,1,2,26,1,92,3.09814649375643,3.27040676338102,-0.0556010730840968,-0.111744727153599
1,1,1,2,27,1,92,3.15848263050688,2.94601429407233,0.0672691166265649,-0.111744727153599
1,1,1,2,28,2,92,3.17045256670978,3.59087130638842,-0.132605276638765,-0.196785254305171
1,1,1,2,29,3,92,2.75067410342212,3.66247825198141,-0.331483888776543,-0.0904124658938509
1,1,1,2,30,1,92,3.39844426731494,3.12213225285988,0.0813054423497633,-0.111744727153599
1,1,1,3,1,2,97,3.83278034419224,2.91749895880828,0.238803506381698,-0.0221810898271757
1,1,1,3,2,3,95,3.00659361971948,3.26681879938866,-0.0865514973365304,-0.0671248767522633
1,1,1,3,3,3,95,3.18950750962857,3.56415180072199,-0.117461485813226,-0.0671248767522633
1,1,1,3,4,3,95,3.01840109731015,3.42689003776529,-0.135332888932213,-0.0671248767522633
1,1,1,3,5,1,96,3.77902292943636,3.17268632560147,0.160447982231568,-0.00752638297845315
1,1,1,3,6,3,95,2.84633186258778,3.44452028862158,-0.210161167043235,-0.0671248767522633
1,1,1,3,7,1,96,3.04645544953427,2.75121336005369,0.0969133126583934,-0.00752638297845315
1,1,1,3,8,2,97,3.6719143684167,3.25111217490347,0.11460021974714,-0.0221810898271757
1,1,1,3,9,3,95,3.05984559444443,3.43515108913453,-0.122655043565442,-0.0671248767522633
1,1,1,3,10,3,95,3.59072872690336,3.20946854142074,0.106179055695866,-0.0671248767522633
1,1,1,3,11,1,96,3.19518103223302,3.44072332284831,-0.0768476928656807,-0.00752638297845315
1,1,1,3,12,2,97,3.05665950898968,3.09976050050526,-0.0141006845508349,-0.0221810898271757
1,1,1,3,13,1,96,3.07770265823741,3.12063187644518,-0.0139484618804471,-0.00752638297845315
1,1,1,3,14,2,97,3.15723036267826,3.3785749404489,-0.0701071991411106,-0.0221810898271757
1,1,1,3,15,1,96,3.10121098470444,3.48952679667596,-0.125214251428469,-0.00752638297845315
1,1,1,3,16,1,96,3.12684213990052,3.33293892346752,-0.0659121165526959,-0.00752638297845315
1,1,1,3,17,2,97,2.86229233781769,3.18414735048993,-0.112446589895721,-0.0221810898271757
1,1,1,3,18,1,96,3.24581380363535,2.99639719089973,0.0768425509979254,-0.00752638297845315
1,1,1,3,19,3,95,3.40142308198189,3.42739364555241,-0.00763520530806217,-0.0671248767522633
1,1,1,3,20,2,97,3.33301937821311,3.57832185265472,-0.0735976742424829,-0.0221810898271757
1,1,1,3,21,1,96,3.16246511569534,3.91859319227586,-0.239094519281128,-0.00752638297845315
1,1,1,3,22,2,97,2.8252759629342,3.71959813501939,-0.316543298360275,-0.0221810898271757
1,1,1,3,23,1,96,3.27610183111636,3.21291013293222,0.0192886855908883,-0.00752638297845315
1,1,1,3,24,3,95,3.18026070688965,3.95279245557842,-0.242914597226311,-0.0671248767522633
1,1,1,3,25,2,97,3.4742045188979,3.28616292636101,0.0541250785651889,-0.0221810898271757
1,1,1,3,26,2,97,3.24447708510049,2.69630892294246,0.168954240631063,-0.0221810898271757
1,1,1,3,27,1,96,3.26776169994659,2.96627578099671,0.0922606807451147,-0.00752638297845315
1,1,1,3,28,3,95,3.33520043282541,3.09318540852771,0.072563862104287,-0.0671248767522633
1,1,1,3,29,2,97,3.32250525739875,4.02521012696352,-0.211498497406424,-0.0221810898271757
1,1,1,3,30,3,95,3.15599802456176,2.92649321732458,0.0727201999022331,-0.0671248767522633
1,1,1,4,1,3,98,2.50291024658611,3.39454992205423,-0.356241170327334,-0.0798940067983318
1,1,1,4,2,2,98,3.2352758701585,2.97160507577167,0.0814987052012721,-0.0623735740754387
1,1,1,4,3,3,98,3.37484044139371,3.78480783897813,-0.121477564555649,-0.0798940067983318
1,1,1,4,4,2,98,3.25487979631702,3.34475249589825,-0.0276116800635524,-0.0623735740754387
1,1,1,4,5,3,98,4.04324874848997,4.18100879433475,-0.0340716227009834,-0.0798940067983318
1,1,1,4,6,1,98,3.25577386068309,3.17160210573402,0.0258530716661668,-0.0706923249492005
1,1,1,4,7,1,98,3.36147661070898,3.47612045167153,-0.0341052026354456,-0.0706923249492005
1,1,1,4,8,2,98,3.42486015140208,4.6296721222645,-0.351784282452876,-0.0623735740754387
1,1,1,4,9,2,98,3.08021393221516,3.29629957252795,-0.0701528027169809,-0.0623735740754387
1,1,1,4,10,3,98,2.95876637351224,3.53240372788958,-0.193877204875895,-0.0798940067983318
1,1,1,4,11,3,98,3.20241692801579,3.04195856515818,0.0501053942895019,-0.0798940067983318
1,1,1,4,12,1,98,3.43105089203043,3.45199186775977,-0.00610337077132184,-0.0706923249492005
1,1,1,4,13,1,98,3.16363202387675,3.78953383375712,-0.197842797505059,-0.0706923249492005
1,1,1,4,14,3,98,3.1266769256532,3.39902786130974,-0.0871055571562274,-0.0798940067983318
1,1,1,4,15,1,98,3.16353350970533,3.17181500096285,-0.0026177978618247,-0.0706923249492005
1,1,1,4,16,2,98,3.21693146061041,2.84555418433248,0.115444572203433,-0.0623735740754387
1,1,1,4,17,3,98,3.50616977260357,3.88360462106284,-0.107648765729617,-0.0798940067983318
1,1,1,4,18,2,98,3.1002056624568,3.56690018015728,-0.150536631602255,-0.0623735740754387
1,1,1,4,19,3,98,3.59844627783136,3.62043097461873,-0.00610949701342234,-0.0798940067983318
1,1,1,4,20,2,98,3.30703591226234,3.36478871472801,-0.0174636151520238,-0.0623735740754387
1,1,1,4,21,2,98,3.22902534508419,3.0586156685005,0.0527743384991141,-0.0623735740754387
